Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,Blk.Av
220602_Smp_TN397_U3_B,U3,B,TN397,Dimethylsulfoniopropionate,114817904,NA,NA,NA
220602_Smp_TN397_U3_C,U3,C,TN397,Dimethylsulfoniopropionate,227317808,NA,NA,NA
220602_Smp_TN397_U4_A,U4,A,TN397,Dimethylsulfoniopropionate,176370304,NA,NA,NA
220602_Smp_TN397_U4_B,U4,B,TN397,Dimethylsulfoniopropionate,325424704,NA,NA,NA
220602_Smp_TN397_U4_C,U4,C,TN397,Dimethylsulfoniopropionate,174840448,NA,NA,NA
220602_Smp_TN397_U5_A,U5,A,TN397,Dimethylsulfoniopropionate,77982864,NA,NA,NA
220602_Smp_TN397_U5_B,U5,B,TN397,Dimethylsulfoniopropionate,146146112,NA,NA,NA
220602_Smp_TN397_U5_C,U5,C,TN397,Dimethylsulfoniopropionate,71472488,NA,NA,NA
220602_Smp_TN397_U6_A,U6,A,TN397,Dimethylsulfoniopropionate,56244812,NA,NA,NA
220602_Smp_TN397_U6_B,U6,B,TN397,Dimethylsulfoniopropionate,68021696,NA,NA,NA
220602_Smp_TN397_U6_C,U6,C,TN397,Dimethylsulfoniopropionate,150074384,NA,NA,NA
220602_Smp_TN397_U9_A,U9,A,TN397,Dimethylsulfoniopropionate,57287780,NA,NA,NA
220602_Smp_TN397_U9_B,U9,B,TN397,Dimethylsulfoniopropionate,94863736,NA,NA,NA
220602_Smp_TN397_U9_C,U9,C,TN397,Dimethylsulfoniopropionate,163158544,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,Dimethylsulfoniopropionate,67270816,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,Dimethylsulfoniopropionate,78053208,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,Dimethylsulfoniopropionate,53118304,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,Dimethylsulfoniopropionate,63836688,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,Dimethylsulfoniopropionate,104940136,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_C,UKH1_0nM,C,TN397,Dimethylsulfoniopropionate,95104176,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_A,UKH2_0nM,A,TN397,Dimethylsulfoniopropionate,60587472,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_B,UKH2_0nM,B,TN397,Dimethylsulfoniopropionate,74655400,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_C,UKH2_0nM,C,TN397,Dimethylsulfoniopropionate,125626952,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_A,UKH3_0nM,A,TN397,Dimethylsulfoniopropionate,88215112,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_B,UKH3_0nM,B,TN397,Dimethylsulfoniopropionate,108701160,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_C,UKH3_0nM,C,TN397,Dimethylsulfoniopropionate,237322720,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_A,UKH4_0nM,A,TN397,Dimethylsulfoniopropionate,234338112,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_B,UKH4_0nM,B,TN397,Dimethylsulfoniopropionate,207405264,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_C,UKH4_0nM,C,TN397,Dimethylsulfoniopropionate,162229984,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_A,UKH5_0nM,A,TN397,Dimethylsulfoniopropionate,61228800,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_B,UKH5_0nM,B,TN397,Dimethylsulfoniopropionate,63092380,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_C,UKH5_0nM,C,TN397,Dimethylsulfoniopropionate,117444648,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_A,UKT1_0nM,A,TN397,Dimethylsulfoniopropionate,101225176,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_B,UKT1_0nM,B,TN397,Dimethylsulfoniopropionate,90259384,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_C,UKT1_0nM,C,TN397,Dimethylsulfoniopropionate,82407824,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_A,UKT2_0nM,A,TN397,Dimethylsulfoniopropionate,83980272,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_B,UKT2_0nM,B,TN397,Dimethylsulfoniopropionate,64536216,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_C,UKT2_0nM,C,TN397,Dimethylsulfoniopropionate,99348072,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_A,UKT3_0nM,A,TN397,Dimethylsulfoniopropionate,73094360,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_B,UKT3_0nM,B,TN397,Dimethylsulfoniopropionate,161620160,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_C,UKT3_0nM,C,TN397,Dimethylsulfoniopropionate,102291296,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_A,UKT4_0nM,A,TN397,Dimethylsulfoniopropionate,114738280,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_B,UKT4_0nM,B,TN397,Dimethylsulfoniopropionate,115043336,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_C,UKT4_0nM,C,TN397,Dimethylsulfoniopropionate,80246848,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_A,UKT5_0nM,A,TN397,Dimethylsulfoniopropionate,58397872,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_B,UKT5_0nM,B,TN397,Dimethylsulfoniopropionate,50397076,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_C,UKT5_0nM,C,TN397,Dimethylsulfoniopropionate,33234728,NA,NA,NA
220602_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Glycine betaine,100077336,NA,NA,NA
220602_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Glycine betaine,94255928,NA,NA,NA
220602_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Glycine betaine,91402024,NA,NA,NA
220602_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Glycine betaine,166317616,NA,NA,NA
220602_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Glycine betaine,101610880,NA,NA,NA
220602_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Glycine betaine,114768872,NA,NA,NA
220602_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Glycine betaine,109973072,NA,NA,NA
220602_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Glycine betaine,99059952,NA,NA,NA
220602_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Glycine betaine,121480024,NA,NA,NA
220602_Smp_TN397_S6_U_A,S6,A,TN397,Glycine betaine,132057032,NA,NA,NA
220602_Smp_TN397_S6_U_B,S6,B,TN397,Glycine betaine,100396880,NA,NA,NA
220602_Smp_TN397_S6_U_C,S6,C,TN397,Glycine betaine,99564392,NA,NA,NA
220602_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Glycine betaine,215630720,NA,NA,NA
220602_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Glycine betaine,163874896,NA,NA,NA
220602_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Glycine betaine,346603648,NA,NA,NA
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Glycine betaine,90470912,NA,NA,NA
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Glycine betaine,130714584,NA,NA,NA
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Glycine betaine,114228008,NA,NA,NA
220602_Smp_TN397_S8_U_A,S8,A,TN397,Glycine betaine,40257184,NA,Flag,58727560.53333333
220602_Smp_TN397_S8_U_B,S8,B,TN397,Glycine betaine,87039320,NA,NA,NA
220602_Smp_TN397_S8_U_C,S8,C,TN397,Glycine betaine,92143712,NA,NA,NA
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Glycine betaine,339355264,NA,NA,NA
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Glycine betaine,232444368,NA,NA,NA
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Glycine betaine,277203232,NA,NA,NA
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Glycine betaine,204383776,NA,NA,NA
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Glycine betaine,291184000,NA,NA,NA
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Glycine betaine,221381120,NA,NA,NA
220602_Smp_TN397_U1_A,U1,A,TN397,Glycine betaine,409598048,NA,NA,NA
220602_Smp_TN397_U1_B,U1,B,TN397,Glycine betaine,355676928,NA,NA,NA
220602_Smp_TN397_U1_C,U1,C,TN397,Glycine betaine,323388960,NA,NA,NA
220602_Smp_TN397_U10_A,U10,A,TN397,Glycine betaine,167220224,NA,NA,NA
220602_Smp_TN397_U10_B,U10,B,TN397,Glycine betaine,175202752,NA,NA,NA
220602_Smp_TN397_U10_C,U10,C,TN397,Glycine betaine,144250512,NA,NA,NA
220602_Smp_TN397_U11_A,U11,A,TN397,Glycine betaine,249373440,NA,NA,NA
220602_Smp_TN397_U11_B,U11,B,TN397,Glycine betaine,196521392,NA,NA,NA
220602_Smp_TN397_U11_C,U11,C,TN397,Glycine betaine,153117232,NA,NA,NA
220602_Smp_TN397_U12_A,U12,A,TN397,Glycine betaine,398374016,NA,NA,NA
220602_Smp_TN397_U12_B,U12,B,TN397,Glycine betaine,387755968,NA,NA,NA
220602_Smp_TN397_U12_C,U12,C,TN397,Glycine betaine,378905952,NA,NA,NA
220602_Smp_TN397_U13_A,U13,A,TN397,Glycine betaine,126566344,NA,NA,NA
220602_Smp_TN397_U13_B,U13,B,TN397,Glycine betaine,99565400,NA,NA,NA
220602_Smp_TN397_U13_C,U13,C,TN397,Glycine betaine,187654080,NA,NA,NA
220602_Smp_TN397_U2_A,U2,A,TN397,Glycine betaine,125808752,NA,NA,NA
220602_Smp_TN397_U2_B,U2,B,TN397,Glycine betaine,116421056,NA,NA,NA
220602_Smp_TN397_U2_C,U2,C,TN397,Glycine betaine,282457248,NA,NA,NA
220602_Smp_TN397_U3_A,U3,A,TN397,Glycine betaine,155470640,NA,NA,NA
220602_Smp_TN397_U3_B,U3,B,TN397,Glycine betaine,136784928,NA,NA,NA
220602_Smp_TN397_U3_C,U3,C,TN397,Glycine betaine,215955888,NA,NA,NA
220602_Smp_TN397_U4_A,U4,A,TN397,Glycine betaine,267324720,NA,NA,NA
220602_Smp_TN397_U4_B,U4,B,TN397,Glycine betaine,376039712,NA,NA,NA
220602_Smp_TN397_U4_C,U4,C,TN397,Glycine betaine,233038592,NA,NA,NA
220602_Smp_TN397_U5_A,U5,A,TN397,Glycine betaine,126056992,NA,NA,NA
220602_Smp_TN397_U5_B,U5,B,TN397,Glycine betaine,168105264,NA,NA,NA
220602_Smp_TN397_U5_C,U5,C,TN397,Glycine betaine,69391272,NA,Flag,58727560.53333333
220602_Smp_TN397_U6_A,U6,A,TN397,Glycine betaine,77380344,NA,Flag,58727560.53333333
220602_Smp_TN397_U6_B,U6,B,TN397,Glycine betaine,86943288,NA,NA,NA
220602_Smp_TN397_U6_C,U6,C,TN397,Glycine betaine,155416464,NA,NA,NA
220602_Smp_TN397_U9_A,U9,A,TN397,Glycine betaine,124133648,NA,NA,NA
220602_Smp_TN397_U9_B,U9,B,TN397,Glycine betaine,107195408,NA,NA,NA
220602_Smp_TN397_U9_C,U9,C,TN397,Glycine betaine,139627728,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,Glycine betaine,94608008,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,Glycine betaine,106884544,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,Glycine betaine,86269272,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,Glycine betaine,97583200,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,Glycine betaine,122505344,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_C,UKH1_0nM,C,TN397,Glycine betaine,101092816,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_A,UKH2_0nM,A,TN397,Glycine betaine,73454544,NA,Flag,58727560.53333333
220602_Smp_TN397_UKH2_0nM_B,UKH2_0nM,B,TN397,Glycine betaine,91589408,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_C,UKH2_0nM,C,TN397,Glycine betaine,133669048,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_A,UKH3_0nM,A,TN397,Glycine betaine,216657792,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_B,UKH3_0nM,B,TN397,Glycine betaine,256807584,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_C,UKH3_0nM,C,TN397,Glycine betaine,276817088,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_A,UKH4_0nM,A,TN397,Glycine betaine,313974944,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_B,UKH4_0nM,B,TN397,Glycine betaine,279855200,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_C,UKH4_0nM,C,TN397,Glycine betaine,235775056,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_A,UKH5_0nM,A,TN397,Glycine betaine,171751632,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_B,UKH5_0nM,B,TN397,Glycine betaine,106093752,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_C,UKH5_0nM,C,TN397,Glycine betaine,191543120,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_A,UKT1_0nM,A,TN397,Glycine betaine,67067432,NA,Flag,58727560.53333333
220602_Smp_TN397_UKT1_0nM_B,UKT1_0nM,B,TN397,Glycine betaine,104913944,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_C,UKT1_0nM,C,TN397,Glycine betaine,124185112,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_A,UKT2_0nM,A,TN397,Glycine betaine,126297592,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_B,UKT2_0nM,B,TN397,Glycine betaine,123252280,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_C,UKT2_0nM,C,TN397,Glycine betaine,131728912,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_A,UKT3_0nM,A,TN397,Glycine betaine,166526288,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_B,UKT3_0nM,B,TN397,Glycine betaine,213634912,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_C,UKT3_0nM,C,TN397,Glycine betaine,173347680,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_A,UKT4_0nM,A,TN397,Glycine betaine,188164224,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_B,UKT4_0nM,B,TN397,Glycine betaine,191298880,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_C,UKT4_0nM,C,TN397,Glycine betaine,122632912,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_B,UKT5_0nM,B,TN397,Glycine betaine,87060976,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_A,UnfiltMQ1,A,TN397,Glycine betaine,208554464,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_B,UnfiltMQ1,B,TN397,Glycine betaine,177429248,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_C,UnfiltMQ1,C,TN397,Glycine betaine,164284240,NA,NA,NA
220602_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Gonyol,1610332,NA,NA,NA
220602_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Gonyol,3294999,NA,NA,NA
220602_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Gonyol,3583481,NA,NA,NA
220602_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Gonyol,3049534,NA,NA,NA
220602_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Gonyol,3945219,NA,NA,NA
220602_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Gonyol,2010636,NA,NA,NA
220602_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Gonyol,2209967,NA,NA,NA
220602_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Gonyol,4719844,NA,NA,NA
220602_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Gonyol,6752106,NA,NA,NA
220602_Smp_TN397_S6_U_A,S6,A,TN397,Gonyol,3994968,NA,NA,NA
220602_Smp_TN397_S6_U_B,S6,B,TN397,Gonyol,2312344,NA,NA,NA
220602_Smp_TN397_S6_U_C,S6,C,TN397,Gonyol,3754546,NA,NA,NA
220602_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Gonyol,2050232,NA,NA,NA
220602_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Gonyol,4573698,NA,NA,NA
220602_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Gonyol,3916264,NA,NA,NA
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Gonyol,4557769,NA,NA,NA
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Gonyol,2187352,NA,NA,NA
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Gonyol,4031569,NA,NA,NA
220602_Smp_TN397_S8_U_A,S8,A,TN397,Gonyol,1711745,NA,NA,NA
220602_Smp_TN397_S8_U_B,S8,B,TN397,Gonyol,3466197,NA,NA,NA
220602_Smp_TN397_S8_U_C,S8,C,TN397,Gonyol,2712350,NA,NA,NA
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Gonyol,7989013,NA,NA,NA
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Gonyol,8109689,NA,NA,NA
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Gonyol,4089555,NA,NA,NA
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Gonyol,5054498,NA,NA,NA
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Gonyol,9849530,NA,NA,NA
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Gonyol,2313803,NA,NA,NA
220602_Smp_TN397_U1_A,U1,A,TN397,Gonyol,11698298,NA,NA,NA
220602_Smp_TN397_U1_B,U1,B,TN397,Gonyol,10244047,NA,NA,NA
220602_Smp_TN397_U1_C,U1,C,TN397,Gonyol,12274675,NA,NA,NA
220602_Smp_TN397_U10_A,U10,A,TN397,Gonyol,2273195,NA,NA,NA
220602_Smp_TN397_U10_B,U10,B,TN397,Gonyol,5956314,NA,NA,NA
220602_Smp_TN397_U10_C,U10,C,TN397,Gonyol,4521225,NA,NA,NA
220602_Smp_TN397_U11_A,U11,A,TN397,Gonyol,6056462,NA,NA,NA
220602_Smp_TN397_U11_B,U11,B,TN397,Gonyol,4995019,NA,NA,NA
220602_Smp_TN397_U11_C,U11,C,TN397,Gonyol,3851048,NA,NA,NA
220602_Smp_TN397_U12_A,U12,A,TN397,Gonyol,5296159,NA,NA,NA
220602_Smp_TN397_U12_B,U12,B,TN397,Gonyol,6893728,NA,NA,NA
220602_Smp_TN397_U12_C,U12,C,TN397,Gonyol,5514881,NA,NA,NA
220602_Smp_TN397_U13_A,U13,A,TN397,Gonyol,1569053,NA,NA,NA
220602_Smp_TN397_U13_B,U13,B,TN397,Gonyol,1695080,NA,NA,NA
220602_Smp_TN397_U13_C,U13,C,TN397,Gonyol,2301187,NA,NA,NA
220602_Smp_TN397_U2_A,U2,A,TN397,Gonyol,3479145,NA,NA,NA
220602_Smp_TN397_U2_B,U2,B,TN397,Gonyol,3159613,NA,NA,NA
220602_Smp_TN397_U2_C,U2,C,TN397,Gonyol,5999271,NA,NA,NA
220602_Smp_TN397_U3_A,U3,A,TN397,Gonyol,3259413,NA,NA,NA
220602_Smp_TN397_U3_B,U3,B,TN397,Gonyol,3081958,NA,NA,NA
220602_Smp_TN397_U3_C,U3,C,TN397,Gonyol,9714897,NA,NA,NA
220602_Smp_TN397_U4_A,U4,A,TN397,Gonyol,7034494,NA,NA,NA
220602_Smp_TN397_U4_B,U4,B,TN397,Gonyol,8951744,NA,NA,NA
220602_Smp_TN397_U4_C,U4,C,TN397,Gonyol,4152157,NA,NA,NA
220602_Smp_TN397_U5_A,U5,A,TN397,Gonyol,4692760,NA,NA,NA
220602_Smp_TN397_U5_B,U5,B,TN397,Gonyol,1700118,NA,NA,NA
220602_Smp_TN397_U5_C,U5,C,TN397,Gonyol,1407450,NA,NA,NA
220602_Smp_TN397_U6_A,U6,A,TN397,Gonyol,2771011,NA,NA,NA
220602_Smp_TN397_U6_B,U6,B,TN397,Gonyol,3406957,NA,NA,NA
220602_Smp_TN397_U6_C,U6,C,TN397,Gonyol,4591846,NA,NA,NA
220602_Smp_TN397_U9_A,U9,A,TN397,Gonyol,6688859,NA,NA,NA
220602_Smp_TN397_U9_B,U9,B,TN397,Gonyol,2528601,NA,NA,NA
220602_Smp_TN397_U9_C,U9,C,TN397,Gonyol,7279418,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,Gonyol,2405449,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,Gonyol,6306430,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,Gonyol,2003541,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,Gonyol,1883995,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,Gonyol,8280313,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_C,UKH1_0nM,C,TN397,Gonyol,3676577,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_A,UKH2_0nM,A,TN397,Gonyol,4090992,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_B,UKH2_0nM,B,TN397,Gonyol,4881846,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_C,UKH2_0nM,C,TN397,Gonyol,5121401,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_A,UKH3_0nM,A,TN397,Gonyol,6606222,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_B,UKH3_0nM,B,TN397,Gonyol,7609282,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_C,UKH3_0nM,C,TN397,Gonyol,9022079,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_A,UKH4_0nM,A,TN397,Gonyol,5018121,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_B,UKH4_0nM,B,TN397,Gonyol,5039866,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_C,UKH4_0nM,C,TN397,Gonyol,4355758,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_A,UKH5_0nM,A,TN397,Gonyol,5848298,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_B,UKH5_0nM,B,TN397,Gonyol,2574247,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_C,UKH5_0nM,C,TN397,Gonyol,4782139,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_A,UKT1_0nM,A,TN397,Gonyol,3290580,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_B,UKT1_0nM,B,TN397,Gonyol,5361162,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_C,UKT1_0nM,C,TN397,Gonyol,3169261,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_A,UKT2_0nM,A,TN397,Gonyol,8350892,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_B,UKT2_0nM,B,TN397,Gonyol,6491953,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_C,UKT2_0nM,C,TN397,Gonyol,5656866,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_A,UKT3_0nM,A,TN397,Gonyol,2772741,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_B,UKT3_0nM,B,TN397,Gonyol,3475764,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_C,UKT3_0nM,C,TN397,Gonyol,8580183,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_A,UKT4_0nM,A,TN397,Gonyol,2458789,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_B,UKT4_0nM,B,TN397,Gonyol,2631777,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_C,UKT4_0nM,C,TN397,Gonyol,2530512,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_A,UKT5_0nM,A,TN397,Gonyol,2890178,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_B,UKT5_0nM,B,TN397,Gonyol,1534896,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_C,UKT5_0nM,C,TN397,Gonyol,1020816,NA,Flag,803753.4666666667
220602_Smp_TN397_UnfiltMQ1_C,UnfiltMQ1,C,TN397,Gonyol,3208519,NA,NA,NA
220602_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Homarine,1882790,NA,NA,NA
220602_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Homarine,2944286,NA,NA,NA
220602_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Homarine,3244864,NA,NA,NA
220602_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Homarine,2396209,NA,NA,NA
220602_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Homarine,3565609,NA,NA,NA
220602_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Homarine,2641369,NA,NA,NA
220602_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Homarine,5228748,NA,NA,NA
220602_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Homarine,5971387,NA,NA,NA
220602_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Homarine,7738459,NA,NA,NA
220602_Smp_TN397_S6_U_A,S6,A,TN397,Homarine,7572275,NA,NA,NA
220602_Smp_TN397_S6_U_B,S6,B,TN397,Homarine,5248295,NA,NA,NA
220602_Smp_TN397_S6_U_C,S6,C,TN397,Homarine,7297881,NA,NA,NA
220602_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Homarine,16202926,NA,NA,NA
220602_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Homarine,15555807,NA,NA,NA
220602_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Homarine,55174748,NA,NA,NA
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Homarine,7596997,NA,NA,NA
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Homarine,7699482,NA,NA,NA
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Homarine,6385997,NA,NA,NA
220602_Smp_TN397_S8_U_A,S8,A,TN397,Homarine,3778236,NA,NA,NA
220602_Smp_TN397_S8_U_B,S8,B,TN397,Homarine,6240653,NA,NA,NA
220602_Smp_TN397_S8_U_C,S8,C,TN397,Homarine,4973158,NA,NA,NA
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Homarine,39875224,NA,NA,NA
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Homarine,28277066,NA,NA,NA
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Homarine,34451644,NA,NA,NA
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Homarine,10346496,NA,NA,NA
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Homarine,16495946,NA,NA,NA
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Homarine,12074532,NA,NA,NA
220602_Smp_TN397_U1_A,U1,A,TN397,Homarine,173730464,NA,NA,NA
