Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.ratio.flag
220902_Smp_TN397_S3_U_A,S3,A,TN397,Dimethylsulfoniopropionate,314524160,NA,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,Dimethylsulfoniopropionate,500673760,NA,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,Dimethylsulfoniopropionate,296852544,NA,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Dimethylsulfoniopropionate,3166702592,NA,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Dimethylsulfoniopropionate,1460870144,NA,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Dimethylsulfoniopropionate,1799088384,NA,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Dimethylsulfoniopropionate,526230528,NA,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Dimethylsulfoniopropionate,476496832,NA,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Dimethylsulfoniopropionate,1290932480,NA,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Dimethylsulfoniopropionate,703095744,NA,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Dimethylsulfoniopropionate,639996800,NA,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Dimethylsulfoniopropionate,1085883008,NA,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,Dimethylsulfoniopropionate,1546902144,NA,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,Dimethylsulfoniopropionate,945830336,NA,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,Dimethylsulfoniopropionate,1242109568,NA,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Dimethylsulfoniopropionate,984912320,NA,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Dimethylsulfoniopropionate,1257831680,NA,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Dimethylsulfoniopropionate,936404800,NA,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Dimethylsulfoniopropionate,1714127872,NA,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Dimethylsulfoniopropionate,1277747712,NA,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Dimethylsulfoniopropionate,2103452800,NA,NA
220902_Smp_TN397_S8_U_A,S8,A,TN397,Dimethylsulfoniopropionate,1589344640,NA,NA
220902_Smp_TN397_S8_U_B,S8,B,TN397,Dimethylsulfoniopropionate,324747232,NA,NA
220902_Smp_TN397_S8_U_C,S8,C,TN397,Dimethylsulfoniopropionate,517344992,NA,NA
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Dimethylsulfoniopropionate,208452784,NA,NA
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Dimethylsulfoniopropionate,311775872,NA,NA
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Dimethylsulfoniopropionate,735788736,NA,NA
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Dimethylsulfoniopropionate,607345152,NA,NA
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Dimethylsulfoniopropionate,725655360,NA,NA
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Dimethylsulfoniopropionate,547293504,NA,NA
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,Dimethylsulfoniopropionate,231389264,NA,NA
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,Dimethylsulfoniopropionate,371166560,NA,NA
220902_Smp_TN397_S10_U_A,S10,A,TN397,Dimethylsulfoniopropionate,172574720,NA,NA
220902_Smp_TN397_S10_U_B,S10,B,TN397,Dimethylsulfoniopropionate,494807584,NA,NA
220902_Smp_TN397_S10_U_C,S10,C,TN397,Dimethylsulfoniopropionate,416619168,NA,NA
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Dimethylsulfoniopropionate,161785664,NA,NA
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,Dimethylsulfoniopropionate,296706368,NA,NA
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Dimethylsulfoniopropionate,407595840,NA,NA
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Dimethylsulfoniopropionate,1164895744,NA,NA
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Dimethylsulfoniopropionate,681428096,NA,NA
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,Dimethylsulfoniopropionate,136610768,NA,NA
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,Dimethylsulfoniopropionate,193474256,NA,NA
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,Dimethylsulfoniopropionate,215676512,NA,NA
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,Dimethylsulfoniopropionate,569855808,NA,NA
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,Dimethylsulfoniopropionate,380973312,NA,NA
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,Dimethylsulfoniopropionate,227620288,NA,NA
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,Dimethylsulfoniopropionate,274527456,NA,NA
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,Dimethylsulfoniopropionate,307406144,NA,NA
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,Dimethylsulfoniopropionate,122728912,NA,NA
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,Dimethylsulfoniopropionate,2350699776,NA,NA
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,Dimethylsulfoniopropionate,1785838976,NA,NA
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,Dimethylsulfoniopropionate,2467371776,NA,NA
220902_Smp_TN397_S14_U_A,S14,A,TN397,Dimethylsulfoniopropionate,357914304,NA,NA
220902_Smp_TN397_S14_U_B,S14,B,TN397,Dimethylsulfoniopropionate,446620736,NA,NA
220902_Smp_TN397_S14_U_C,S14,C,TN397,Dimethylsulfoniopropionate,787817472,NA,NA
220902_Smp_TN397_S15_U_A,S15,A,TN397,Dimethylsulfoniopropionate,316908800,NA,NA
220902_Smp_TN397_S15_U_B,S15,B,TN397,Dimethylsulfoniopropionate,521286368,NA,NA
220902_Smp_TN397_S15_U_C,S15,C,TN397,Dimethylsulfoniopropionate,552729856,NA,NA
220902_Smp_TN397_S16_U_A,S16,A,TN397,Dimethylsulfoniopropionate,778590656,NA,NA
220902_Smp_TN397_S16_U_B,S16,B,TN397,Dimethylsulfoniopropionate,554279104,NA,NA
220902_Smp_TN397_S16_U_C,S16,C,TN397,Dimethylsulfoniopropionate,591640320,NA,NA
220902_Smp_TN397_S17_U_A,S17,A,TN397,Dimethylsulfoniopropionate,356699744,NA,NA
220902_Smp_TN397_S17_U_B,S17,B,TN397,Dimethylsulfoniopropionate,495469088,NA,NA
220902_Smp_TN397_S17_U_C,S17,C,TN397,Dimethylsulfoniopropionate,872682752,NA,NA
220902_Smp_TN397_S18_U_A,S18,A,TN397,Dimethylsulfoniopropionate,821918400,NA,NA
220902_Smp_TN397_S18_U_B,S18,B,TN397,Dimethylsulfoniopropionate,352949184,NA,NA
220902_Smp_TN397_S18_U_C,S18,C,TN397,Dimethylsulfoniopropionate,582384064,NA,NA
220902_Smp_TN397_U1_A,U1,A,TN397,Dimethylsulfoniopropionate,4321830912,NA,NA
220902_Smp_TN397_U1_B,U1,B,TN397,Dimethylsulfoniopropionate,5750374912,NA,NA
220902_Smp_TN397_U1_C,U1,C,TN397,Dimethylsulfoniopropionate,6735908352,NA,NA
220902_Smp_TN397_U2_A,U2,A,TN397,Dimethylsulfoniopropionate,1283513856,NA,NA
220902_Smp_TN397_U2_B,U2,B,TN397,Dimethylsulfoniopropionate,1850525056,NA,NA
220902_Smp_TN397_U2_C,U2,C,TN397,Dimethylsulfoniopropionate,800997568,NA,NA
220902_Smp_TN397_U3_A,U3,A,TN397,Dimethylsulfoniopropionate,1293622400,NA,NA
220902_Smp_TN397_U3_B,U3,B,TN397,Dimethylsulfoniopropionate,1768342784,NA,NA
220902_Smp_TN397_U3_C,U3,C,TN397,Dimethylsulfoniopropionate,3017797632,NA,NA
220902_Smp_TN397_U4_A,U4,A,TN397,Dimethylsulfoniopropionate,1853845376,NA,NA
220902_Smp_TN397_U4_B,U4,B,TN397,Dimethylsulfoniopropionate,2687440896,NA,NA
220902_Smp_TN397_U4_C,U4,C,TN397,Dimethylsulfoniopropionate,1136141568,NA,NA
220902_Smp_TN397_U5_A,U5,A,TN397,Dimethylsulfoniopropionate,3356942080,NA,NA
220902_Smp_TN397_U5_B,U5,B,TN397,Dimethylsulfoniopropionate,2655147264,NA,NA
220902_Smp_TN397_U5_C,U5,C,TN397,Dimethylsulfoniopropionate,3908751872,NA,NA
220902_Smp_TN397_U6_A,U6,A,TN397,Dimethylsulfoniopropionate,356359040,NA,NA
220902_Smp_TN397_U6_B,U6,B,TN397,Dimethylsulfoniopropionate,577801984,NA,NA
220902_Smp_TN397_U6_C,U6,C,TN397,Dimethylsulfoniopropionate,256584768,NA,NA
220902_Smp_TN397_U7_A,U7,A,TN397,Dimethylsulfoniopropionate,318121728,NA,NA
220902_Smp_TN397_U7_B,U7,B,TN397,Dimethylsulfoniopropionate,185309584,NA,NA
220902_Smp_TN397_U7_C,U7,C,TN397,Dimethylsulfoniopropionate,616152256,NA,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,Dimethylsulfoniopropionate,562827264,NA,NA
220902_Smp_TN397_U9_A,U9,A,TN397,Dimethylsulfoniopropionate,1056698368,NA,NA
220902_Smp_TN397_U9_B,U9,B,TN397,Dimethylsulfoniopropionate,1036729536,NA,NA
220902_Smp_TN397_U9_C,U9,C,TN397,Dimethylsulfoniopropionate,421340416,NA,NA
220902_Smp_TN397_U10_A,U10,A,TN397,Dimethylsulfoniopropionate,708526400,NA,NA
220902_Smp_TN397_U10_B,U10,B,TN397,Dimethylsulfoniopropionate,1163680128,NA,NA
220902_Smp_TN397_U10_C,U10,C,TN397,Dimethylsulfoniopropionate,380401664,NA,NA
220902_Smp_TN397_U11_A,U11,A,TN397,Dimethylsulfoniopropionate,440990112,NA,NA
220902_Smp_TN397_U11_B,U11,B,TN397,Dimethylsulfoniopropionate,405131840,NA,NA
220902_Smp_TN397_U11_C,U11,C,TN397,Dimethylsulfoniopropionate,335272448,NA,NA
220902_Smp_TN397_U12_A,U12,A,TN397,Dimethylsulfoniopropionate,502406784,NA,NA
220902_Smp_TN397_U12_B,U12,B,TN397,Dimethylsulfoniopropionate,573283264,NA,NA
220902_Smp_TN397_U12_C,U12,C,TN397,Dimethylsulfoniopropionate,795054464,NA,NA
220902_Smp_TN397_U13_A,U13,A,TN397,Dimethylsulfoniopropionate,241685712,NA,NA
220902_Smp_TN397_U13_B,U13,B,TN397,Dimethylsulfoniopropionate,245780480,NA,NA
220902_Smp_TN397_U13_C,U13,C,TN397,Dimethylsulfoniopropionate,295966432,NA,NA
220902_Smp_TN397_S1_U_A,S1,A,TN397,Glycine betaine,10510635008,NA,NA
220902_Smp_TN397_S1_U_B,S1,B,TN397,Glycine betaine,4773635584,NA,NA
220902_Smp_TN397_S1_U_C,S1,C,TN397,Glycine betaine,8551027712,NA,NA
220902_Smp_TN397_S2_U_A,S2,A,TN397,Glycine betaine,10013385728,NA,NA
220902_Smp_TN397_S2_U_B,S2,B,TN397,Glycine betaine,10819777536,NA,NA
220902_Smp_TN397_S2_U_C,S2,C,TN397,Glycine betaine,10890845184,NA,NA
220902_Smp_TN397_S3_U_A,S3,A,TN397,Glycine betaine,7859568640,NA,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,Glycine betaine,9445244928,NA,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,Glycine betaine,12572083200,NA,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Glycine betaine,11320227840,NA,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Glycine betaine,8235928576,NA,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Glycine betaine,9529046016,NA,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Glycine betaine,9675375616,NA,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Glycine betaine,10953393152,NA,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Glycine betaine,13160971264,NA,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Glycine betaine,9360339968,NA,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Glycine betaine,8546636800,NA,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Glycine betaine,11977993216,NA,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,Glycine betaine,13868466176,NA,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,Glycine betaine,9737615360,NA,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,Glycine betaine,10394577920,NA,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Glycine betaine,9482789888,NA,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Glycine betaine,9671465984,NA,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Glycine betaine,10586102784,NA,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Glycine betaine,13741134848,NA,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Glycine betaine,12870297600,NA,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Glycine betaine,10185725952,NA,NA
220902_Smp_TN397_S8_U_A,S8,A,TN397,Glycine betaine,10913299456,NA,NA
220902_Smp_TN397_S8_U_B,S8,B,TN397,Glycine betaine,8896791552,NA,NA
220902_Smp_TN397_S8_U_C,S8,C,TN397,Glycine betaine,8836369408,NA,NA
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Glycine betaine,23084169216,NA,NA
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Glycine betaine,21368006656,NA,NA
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Glycine betaine,22665836544,NA,NA
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Glycine betaine,24671735808,NA,NA
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Glycine betaine,26615881728,NA,NA
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Glycine betaine,29160747008,NA,NA
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,Glycine betaine,35636084736,NA,NA
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,Glycine betaine,37281394688,NA,NA
220902_Smp_TN397_S10_U_A,S10,A,TN397,Glycine betaine,18581684224,NA,NA
220902_Smp_TN397_S10_U_B,S10,B,TN397,Glycine betaine,16887812096,NA,NA
220902_Smp_TN397_S10_U_C,S10,C,TN397,Glycine betaine,22471604224,NA,NA
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Glycine betaine,24012922880,NA,NA
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,Glycine betaine,19082522624,NA,NA
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Glycine betaine,19875325952,NA,NA
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Glycine betaine,21481973760,NA,NA
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Glycine betaine,21384284160,NA,NA
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,Glycine betaine,20285917184,NA,NA
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,Glycine betaine,14985401344,NA,NA
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,Glycine betaine,22366431232,NA,NA
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,Glycine betaine,18553798656,NA,NA
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,Glycine betaine,20510435328,NA,NA
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,Glycine betaine,18660898816,NA,NA
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,Glycine betaine,16108053504,NA,NA
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,Glycine betaine,22525558784,NA,NA
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,Glycine betaine,21746862080,NA,NA
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,Glycine betaine,34363604992,NA,NA
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,Glycine betaine,32521801728,NA,NA
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,Glycine betaine,29536415744,NA,NA
220902_Smp_TN397_S14_U_A,S14,A,TN397,Glycine betaine,17832867840,NA,NA
220902_Smp_TN397_S14_U_B,S14,B,TN397,Glycine betaine,20363204608,NA,NA
220902_Smp_TN397_S14_U_C,S14,C,TN397,Glycine betaine,24386670592,NA,NA
220902_Smp_TN397_S15_U_A,S15,A,TN397,Glycine betaine,22558363648,NA,NA
220902_Smp_TN397_S15_U_B,S15,B,TN397,Glycine betaine,16434114560,NA,NA
220902_Smp_TN397_S15_U_C,S15,C,TN397,Glycine betaine,18333460480,NA,NA
220902_Smp_TN397_S16_U_A,S16,A,TN397,Glycine betaine,5387884032,NA,NA
220902_Smp_TN397_S16_U_B,S16,B,TN397,Glycine betaine,8285450240,NA,NA
220902_Smp_TN397_S16_U_C,S16,C,TN397,Glycine betaine,8495292928,NA,NA
220902_Smp_TN397_S17_U_A,S17,A,TN397,Glycine betaine,7523128832,NA,NA
220902_Smp_TN397_S17_U_B,S17,B,TN397,Glycine betaine,8868473856,NA,NA
220902_Smp_TN397_S17_U_C,S17,C,TN397,Glycine betaine,8202226688,NA,NA
220902_Smp_TN397_S18_U_A,S18,A,TN397,Glycine betaine,6704756224,NA,NA
220902_Smp_TN397_S18_U_B,S18,B,TN397,Glycine betaine,6878645248,NA,NA
220902_Smp_TN397_S18_U_C,S18,C,TN397,Glycine betaine,8898871296,NA,NA
220902_Smp_TN397_U1_A,U1,A,TN397,Glycine betaine,26945040384,NA,NA
220902_Smp_TN397_U1_B,U1,B,TN397,Glycine betaine,21420302336,NA,NA
220902_Smp_TN397_U1_C,U1,C,TN397,Glycine betaine,27126759424,NA,NA
220902_Smp_TN397_U2_A,U2,A,TN397,Glycine betaine,20291491840,NA,NA
220902_Smp_TN397_U2_B,U2,B,TN397,Glycine betaine,18678452224,NA,NA
220902_Smp_TN397_U2_C,U2,C,TN397,Glycine betaine,16903986176,NA,NA
220902_Smp_TN397_U3_A,U3,A,TN397,Glycine betaine,19962734592,NA,NA
220902_Smp_TN397_U3_B,U3,B,TN397,Glycine betaine,19911000064,NA,NA
220902_Smp_TN397_U3_C,U3,C,TN397,Glycine betaine,13619883008,NA,NA
220902_Smp_TN397_U4_A,U4,A,TN397,Glycine betaine,20774019072,NA,NA
220902_Smp_TN397_U4_B,U4,B,TN397,Glycine betaine,23904528384,NA,NA
220902_Smp_TN397_U4_C,U4,C,TN397,Glycine betaine,18878294016,NA,NA
220902_Smp_TN397_U5_A,U5,A,TN397,Glycine betaine,14584436736,NA,NA
220902_Smp_TN397_U5_B,U5,B,TN397,Glycine betaine,12910320640,NA,NA
220902_Smp_TN397_U5_C,U5,C,TN397,Glycine betaine,6273722368,NA,NA
220902_Smp_TN397_U6_A,U6,A,TN397,Glycine betaine,7912896512,NA,NA
220902_Smp_TN397_U6_B,U6,B,TN397,Glycine betaine,8507910144,NA,NA
220902_Smp_TN397_U6_C,U6,C,TN397,Glycine betaine,9322518528,NA,NA
220902_Smp_TN397_U7_A,U7,A,TN397,Glycine betaine,6426601984,NA,NA
220902_Smp_TN397_U7_B,U7,B,TN397,Glycine betaine,8198331904,NA,NA
220902_Smp_TN397_U7_C,U7,C,TN397,Glycine betaine,9639486464,NA,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,Glycine betaine,16737078272,NA,NA
220902_Smp_TN397_U9_A,U9,A,TN397,Glycine betaine,14707009536,NA,NA
220902_Smp_TN397_U9_B,U9,B,TN397,Glycine betaine,15180681216,NA,NA
220902_Smp_TN397_U9_C,U9,C,TN397,Glycine betaine,10683657216,NA,NA
220902_Smp_TN397_U10_A,U10,A,TN397,Glycine betaine,18493478912,NA,NA
220902_Smp_TN397_U10_B,U10,B,TN397,Glycine betaine,22786056192,NA,NA
220902_Smp_TN397_U10_C,U10,C,TN397,Glycine betaine,18810892288,NA,NA
220902_Smp_TN397_U11_A,U11,A,TN397,Glycine betaine,22373175296,NA,NA
220902_Smp_TN397_U11_B,U11,B,TN397,Glycine betaine,23075039232,NA,NA
220902_Smp_TN397_U11_C,U11,C,TN397,Glycine betaine,21725612032,NA,NA
220902_Smp_TN397_U12_A,U12,A,TN397,Glycine betaine,30678429696,NA,NA
220902_Smp_TN397_U12_B,U12,B,TN397,Glycine betaine,28927842304,NA,NA
220902_Smp_TN397_U12_C,U12,C,TN397,Glycine betaine,31097487360,NA,NA
220902_Smp_TN397_U13_A,U13,A,TN397,Glycine betaine,18295670784,NA,NA
220902_Smp_TN397_U13_B,U13,B,TN397,Glycine betaine,17063112704,NA,NA
220902_Smp_TN397_U13_C,U13,C,TN397,Glycine betaine,20003866624,NA,NA
220902_Smp_TN397_S1_U_A,S1,A,TN397,Gonyol,468083616,NA,NA
220902_Smp_TN397_S1_U_B,S1,B,TN397,Gonyol,221560448,NA,NA
220902_Smp_TN397_S1_U_C,S1,C,TN397,Gonyol,355273344,NA,NA
220902_Smp_TN397_S2_U_A,S2,A,TN397,Gonyol,323130176,NA,NA
220902_Smp_TN397_S2_U_B,S2,B,TN397,Gonyol,484284864,NA,NA
220902_Smp_TN397_S2_U_C,S2,C,TN397,Gonyol,451642432,NA,NA
220902_Smp_TN397_S3_U_A,S3,A,TN397,Gonyol,261832288,NA,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,Gonyol,283366976,NA,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,Gonyol,319861824,NA,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Gonyol,480620800,NA,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Gonyol,410836672,NA,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Gonyol,432030752,NA,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Gonyol,416256928,NA,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Gonyol,506025376,NA,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Gonyol,568779712,NA,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Gonyol,373544352,NA,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Gonyol,286060704,NA,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Gonyol,533661024,NA,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,Gonyol,455804544,NA,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,Gonyol,398063008,NA,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,Gonyol,432398112,NA,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Gonyol,339137664,NA,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Gonyol,391654976,NA,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Gonyol,407326144,NA,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Gonyol,589831936,NA,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Gonyol,607226624,NA,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Gonyol,529836384,NA,NA
220902_Smp_TN397_S8_U_A,S8,A,TN397,Gonyol,390394816,NA,NA
220902_Smp_TN397_S8_U_B,S8,B,TN397,Gonyol,265644176,NA,NA
220902_Smp_TN397_S8_U_C,S8,C,TN397,Gonyol,336026304,NA,NA
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Gonyol,451379040,NA,NA
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Gonyol,512039680,NA,NA
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Gonyol,500196288,NA,NA
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Gonyol,787691456,NA,NA
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Gonyol,633630272,NA,NA
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Gonyol,865929792,NA,NA
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,Gonyol,924310016,NA,NA
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,Gonyol,1035516480,NA,NA
220902_Smp_TN397_S10_U_A,S10,A,TN397,Gonyol,397284864,NA,NA
220902_Smp_TN397_S10_U_B,S10,B,TN397,Gonyol,259405968,NA,NA
220902_Smp_TN397_S10_U_C,S10,C,TN397,Gonyol,293919264,NA,NA
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Gonyol,488176640,NA,NA
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,Gonyol,271706880,NA,NA
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Gonyol,357111072,NA,NA
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Gonyol,431101056,NA,NA
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Gonyol,454303232,NA,NA
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,Gonyol,390259328,NA,NA
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,Gonyol,197458480,NA,NA
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,Gonyol,413477632,NA,NA
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,Gonyol,274561344,NA,NA
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,Gonyol,333854688,NA,NA
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,Gonyol,321249440,NA,NA
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,Gonyol,478700192,NA,NA
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,Gonyol,512068768,NA,NA
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,Gonyol,669571520,NA,NA
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,Gonyol,663276736,NA,NA
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,Gonyol,594815552,NA,NA
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,Gonyol,558369984,NA,NA
220902_Smp_TN397_S14_U_A,S14,A,TN397,Gonyol,214130496,NA,NA
220902_Smp_TN397_S14_U_B,S14,B,TN397,Gonyol,392652864,NA,NA
220902_Smp_TN397_S14_U_C,S14,C,TN397,Gonyol,391887392,NA,NA
220902_Smp_TN397_S15_U_A,S15,A,TN397,Gonyol,362051456,NA,NA
220902_Smp_TN397_S15_U_B,S15,B,TN397,Gonyol,327642272,NA,NA
220902_Smp_TN397_S15_U_C,S15,C,TN397,Gonyol,296281664,NA,NA
220902_Smp_TN397_S16_U_A,S16,A,TN397,Gonyol,184425696,NA,NA
220902_Smp_TN397_S16_U_B,S16,B,TN397,Gonyol,391347584,NA,NA
220902_Smp_TN397_S16_U_C,S16,C,TN397,Gonyol,381191264,NA,NA
220902_Smp_TN397_S17_U_A,S17,A,TN397,Gonyol,328716288,NA,NA
220902_Smp_TN397_S17_U_B,S17,B,TN397,Gonyol,391400832,NA,NA
