Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.ratio.flag
220902_Smp_TN397_S17_U_C,S17,C,TN397,Homarine,747222464,NA,NA
220902_Smp_TN397_S18_U_A,S18,A,TN397,Homarine,446024704,NA,NA
220902_Smp_TN397_S18_U_B,S18,B,TN397,Homarine,480271168,NA,NA
220902_Smp_TN397_S18_U_C,S18,C,TN397,Homarine,572978688,NA,NA
220902_Smp_TN397_U1_A,U1,A,TN397,Homarine,26648023040,NA,NA
220902_Smp_TN397_U1_B,U1,B,TN397,Homarine,26339254272,NA,NA
220902_Smp_TN397_U1_C,U1,C,TN397,Homarine,30234499072,NA,NA
220902_Smp_TN397_U2_A,U2,A,TN397,Homarine,4554905088,NA,NA
220902_Smp_TN397_U2_B,U2,B,TN397,Homarine,3979621632,NA,NA
220902_Smp_TN397_U2_C,U2,C,TN397,Homarine,3972474368,NA,NA
220902_Smp_TN397_U3_A,U3,A,TN397,Homarine,5664067584,NA,NA
220902_Smp_TN397_U3_B,U3,B,TN397,Homarine,5292575744,NA,NA
220902_Smp_TN397_U3_C,U3,C,TN397,Homarine,3551101952,NA,NA
220902_Smp_TN397_U4_A,U4,A,TN397,Homarine,20023201792,NA,NA
220902_Smp_TN397_U4_B,U4,B,TN397,Homarine,18455904256,NA,NA
220902_Smp_TN397_U4_C,U4,C,TN397,Homarine,14128722944,NA,NA
220902_Smp_TN397_U5_A,U5,A,TN397,Homarine,8468285952,NA,NA
220902_Smp_TN397_U5_B,U5,B,TN397,Homarine,8460784128,NA,NA
220902_Smp_TN397_U5_C,U5,C,TN397,Homarine,4420326912,NA,NA
220902_Smp_TN397_U6_A,U6,A,TN397,Homarine,441472352,NA,NA
220902_Smp_TN397_U6_B,U6,B,TN397,Homarine,744886720,NA,NA
220902_Smp_TN397_U6_C,U6,C,TN397,Homarine,389917952,NA,NA
220902_Smp_TN397_U7_A,U7,A,TN397,Homarine,422057728,NA,NA
220902_Smp_TN397_U7_B,U7,B,TN397,Homarine,441283328,NA,NA
220902_Smp_TN397_U7_C,U7,C,TN397,Homarine,457033952,NA,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,Homarine,665135872,NA,NA
220902_Smp_TN397_U9_A,U9,A,TN397,Homarine,3660038400,NA,NA
220902_Smp_TN397_U9_B,U9,B,TN397,Homarine,2776503296,NA,NA
220902_Smp_TN397_U9_C,U9,C,TN397,Homarine,2194521344,NA,NA
220902_Smp_TN397_U10_A,U10,A,TN397,Homarine,5527931392,NA,NA
220902_Smp_TN397_U10_B,U10,B,TN397,Homarine,7537739776,NA,NA
220902_Smp_TN397_U10_C,U10,C,TN397,Homarine,6307674112,NA,NA
220902_Smp_TN397_U11_A,U11,A,TN397,Homarine,7776587264,NA,NA
220902_Smp_TN397_U11_B,U11,B,TN397,Homarine,7919700992,NA,NA
220902_Smp_TN397_U11_C,U11,C,TN397,Homarine,7872351232,NA,NA
220902_Smp_TN397_U12_A,U12,A,TN397,Homarine,9018482688,NA,NA
220902_Smp_TN397_U12_B,U12,B,TN397,Homarine,9283312640,NA,NA
220902_Smp_TN397_U12_C,U12,C,TN397,Homarine,8159942656,NA,NA
220902_Smp_TN397_U13_A,U13,A,TN397,Homarine,6865925632,NA,NA
220902_Smp_TN397_U13_B,U13,B,TN397,Homarine,6488805888,NA,NA
220902_Smp_TN397_U13_C,U13,C,TN397,Homarine,6863422976,NA,NA
220902_Smp_TN397_S1_U_A,S1,A,TN397,Proline betaine,362096032,NA,NA
220902_Smp_TN397_S1_U_B,S1,B,TN397,Proline betaine,145670144,NA,NA
220902_Smp_TN397_S1_U_C,S1,C,TN397,Proline betaine,279394944,NA,NA
220902_Smp_TN397_S2_U_A,S2,A,TN397,Proline betaine,360292864,NA,NA
220902_Smp_TN397_S2_U_B,S2,B,TN397,Proline betaine,382426016,NA,NA
220902_Smp_TN397_S2_U_C,S2,C,TN397,Proline betaine,320340320,NA,NA
220902_Smp_TN397_S3_U_A,S3,A,TN397,Proline betaine,197314272,NA,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,Proline betaine,300810176,NA,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,Proline betaine,297499520,NA,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Proline betaine,393926560,NA,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Proline betaine,341300352,NA,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Proline betaine,350613600,NA,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Proline betaine,368362528,NA,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Proline betaine,366956320,NA,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Proline betaine,450422784,NA,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Proline betaine,299410592,NA,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Proline betaine,250979120,NA,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Proline betaine,412613280,NA,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,Proline betaine,371442592,NA,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,Proline betaine,328630592,NA,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,Proline betaine,368417760,NA,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Proline betaine,352161760,NA,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Proline betaine,373777504,NA,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Proline betaine,411700960,NA,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Proline betaine,374186688,NA,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Proline betaine,395597952,NA,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Proline betaine,326171392,NA,NA
220902_Smp_TN397_S8_U_A,S8,A,TN397,Proline betaine,338372224,NA,NA
220902_Smp_TN397_S8_U_B,S8,B,TN397,Proline betaine,289016480,NA,NA
220902_Smp_TN397_S8_U_C,S8,C,TN397,Proline betaine,334024480,NA,NA
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Proline betaine,386572192,NA,NA
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Proline betaine,375295072,NA,NA
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Proline betaine,338249664,NA,NA
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Proline betaine,345996320,NA,NA
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Proline betaine,348786176,NA,NA
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Proline betaine,379375680,NA,NA
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,Proline betaine,506523040,NA,NA
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,Proline betaine,496199200,NA,NA
220902_Smp_TN397_S10_U_A,S10,A,TN397,Proline betaine,396288640,NA,NA
220902_Smp_TN397_S10_U_B,S10,B,TN397,Proline betaine,282614112,NA,NA
220902_Smp_TN397_S10_U_C,S10,C,TN397,Proline betaine,282343136,NA,NA
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Proline betaine,282393472,NA,NA
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,Proline betaine,233488896,NA,NA
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Proline betaine,204312592,NA,NA
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Proline betaine,203991872,NA,NA
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Proline betaine,209150704,NA,NA
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,Proline betaine,408667840,NA,NA
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,Proline betaine,301493120,NA,NA
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,Proline betaine,372632800,NA,NA
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,Proline betaine,316470752,NA,NA
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,Proline betaine,384068896,NA,NA
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,Proline betaine,341451136,NA,NA
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,Proline betaine,263498080,NA,NA
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,Proline betaine,327586816,NA,NA
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,Proline betaine,368778848,NA,NA
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,Proline betaine,485830272,NA,NA
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,Proline betaine,391818048,NA,NA
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,Proline betaine,385257056,NA,NA
220902_Smp_TN397_S14_U_A,S14,A,TN397,Proline betaine,302165376,NA,NA
220902_Smp_TN397_S14_U_B,S14,B,TN397,Proline betaine,310601408,NA,NA
220902_Smp_TN397_S14_U_C,S14,C,TN397,Proline betaine,367682944,NA,NA
220902_Smp_TN397_S15_U_A,S15,A,TN397,Proline betaine,533013248,NA,NA
220902_Smp_TN397_S15_U_B,S15,B,TN397,Proline betaine,392327904,NA,NA
220902_Smp_TN397_S15_U_C,S15,C,TN397,Proline betaine,432309152,NA,NA
220902_Smp_TN397_S16_U_A,S16,A,TN397,Proline betaine,225881952,NA,NA
220902_Smp_TN397_S16_U_B,S16,B,TN397,Proline betaine,347490144,NA,NA
220902_Smp_TN397_S16_U_C,S16,C,TN397,Proline betaine,328514208,NA,NA
220902_Smp_TN397_S17_U_A,S17,A,TN397,Proline betaine,288130880,NA,NA
220902_Smp_TN397_S17_U_B,S17,B,TN397,Proline betaine,353590816,NA,NA
220902_Smp_TN397_S17_U_C,S17,C,TN397,Proline betaine,355297184,NA,NA
220902_Smp_TN397_S18_U_A,S18,A,TN397,Proline betaine,291822432,NA,NA
220902_Smp_TN397_S18_U_B,S18,B,TN397,Proline betaine,298863456,NA,NA
220902_Smp_TN397_S18_U_C,S18,C,TN397,Proline betaine,381221952,NA,NA
220902_Smp_TN397_U1_A,U1,A,TN397,Proline betaine,466507360,NA,NA
220902_Smp_TN397_U1_B,U1,B,TN397,Proline betaine,381727264,NA,NA
220902_Smp_TN397_U1_C,U1,C,TN397,Proline betaine,511432768,NA,NA
220902_Smp_TN397_U2_A,U2,A,TN397,Proline betaine,588677440,NA,NA
220902_Smp_TN397_U2_B,U2,B,TN397,Proline betaine,582983808,NA,NA
220902_Smp_TN397_U2_C,U2,C,TN397,Proline betaine,578137216,NA,NA
220902_Smp_TN397_U3_A,U3,A,TN397,Proline betaine,510145568,NA,NA
220902_Smp_TN397_U3_B,U3,B,TN397,Proline betaine,512292416,NA,NA
220902_Smp_TN397_U3_C,U3,C,TN397,Proline betaine,323406144,NA,NA
220902_Smp_TN397_U4_A,U4,A,TN397,Proline betaine,372276192,NA,NA
220902_Smp_TN397_U4_B,U4,B,TN397,Proline betaine,504765632,NA,NA
220902_Smp_TN397_U4_C,U4,C,TN397,Proline betaine,714805312,NA,NA
220902_Smp_TN397_U5_A,U5,A,TN397,Proline betaine,419944768,NA,NA
220902_Smp_TN397_U5_B,U5,B,TN397,Proline betaine,358130240,NA,NA
220902_Smp_TN397_U5_C,U5,C,TN397,Proline betaine,36639436,NA,NA
220902_Smp_TN397_U6_A,U6,A,TN397,Proline betaine,270077440,NA,NA
220902_Smp_TN397_U6_B,U6,B,TN397,Proline betaine,295354464,NA,NA
220902_Smp_TN397_U6_C,U6,C,TN397,Proline betaine,301870816,NA,NA
220902_Smp_TN397_U7_A,U7,A,TN397,Proline betaine,194904560,NA,NA
220902_Smp_TN397_U7_B,U7,B,TN397,Proline betaine,199871216,NA,NA
220902_Smp_TN397_U7_C,U7,C,TN397,Proline betaine,197257328,NA,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,Proline betaine,554471232,NA,NA
220902_Smp_TN397_U9_A,U9,A,TN397,Proline betaine,417158560,NA,NA
220902_Smp_TN397_U9_B,U9,B,TN397,Proline betaine,379270976,NA,NA
220902_Smp_TN397_U9_C,U9,C,TN397,Proline betaine,315577920,NA,NA
220902_Smp_TN397_U10_A,U10,A,TN397,Proline betaine,316446208,NA,NA
220902_Smp_TN397_U10_B,U10,B,TN397,Proline betaine,423301120,NA,NA
220902_Smp_TN397_U10_C,U10,C,TN397,Proline betaine,327711424,NA,NA
220902_Smp_TN397_U11_A,U11,A,TN397,Proline betaine,370529088,NA,NA
220902_Smp_TN397_U11_B,U11,B,TN397,Proline betaine,389891104,NA,NA
220902_Smp_TN397_U11_C,U11,C,TN397,Proline betaine,381550816,NA,NA
220902_Smp_TN397_U12_A,U12,A,TN397,Proline betaine,449782560,NA,NA
220902_Smp_TN397_U12_B,U12,B,TN397,Proline betaine,453710880,NA,NA
220902_Smp_TN397_U12_C,U12,C,TN397,Proline betaine,421558176,NA,NA
220902_Smp_TN397_U13_A,U13,A,TN397,Proline betaine,345152192,NA,NA
220902_Smp_TN397_U13_B,U13,B,TN397,Proline betaine,337872352,NA,NA
220902_Smp_TN397_U13_C,U13,C,TN397,Proline betaine,373805376,NA,NA
220902_Smp_TN397_S1_U_A,S1,A,TN397,Trigonelline,631989888,NA,NA
220902_Smp_TN397_S1_U_B,S1,B,TN397,Trigonelline,302924416,NA,NA
220902_Smp_TN397_S1_U_C,S1,C,TN397,Trigonelline,551548096,NA,NA
220902_Smp_TN397_S2_U_A,S2,A,TN397,Trigonelline,527032576,NA,NA
220902_Smp_TN397_S2_U_B,S2,B,TN397,Trigonelline,598879552,NA,NA
220902_Smp_TN397_S2_U_C,S2,C,TN397,Trigonelline,650353536,NA,NA
220902_Smp_TN397_S3_U_A,S3,A,TN397,Trigonelline,293122432,NA,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,Trigonelline,434464640,NA,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,Trigonelline,453358912,NA,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Trigonelline,465149376,NA,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Trigonelline,437628320,NA,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Trigonelline,509782784,NA,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Trigonelline,588372288,NA,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Trigonelline,599882368,NA,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Trigonelline,603778304,NA,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Trigonelline,461648704,NA,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Trigonelline,377116608,NA,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Trigonelline,513176704,NA,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,Trigonelline,376007136,NA,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,Trigonelline,375888512,NA,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,Trigonelline,479872384,NA,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Trigonelline,468881056,NA,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Trigonelline,356076160,NA,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Trigonelline,461030560,NA,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Trigonelline,450148704,NA,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Trigonelline,326989600,NA,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Trigonelline,304293536,NA,NA
220902_Smp_TN397_S8_U_A,S8,A,TN397,Trigonelline,466474368,NA,NA
220902_Smp_TN397_S8_U_B,S8,B,TN397,Trigonelline,378943552,NA,NA
220902_Smp_TN397_S8_U_C,S8,C,TN397,Trigonelline,335742144,NA,NA
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Trigonelline,283567328,NA,NA
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Trigonelline,373272768,NA,NA
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Trigonelline,352194432,NA,NA
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Trigonelline,301939168,NA,NA
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Trigonelline,434084896,NA,NA
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Trigonelline,411319936,NA,NA
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,Trigonelline,476830688,NA,NA
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,Trigonelline,542923136,NA,NA
220902_Smp_TN397_S10_U_A,S10,A,TN397,Trigonelline,374520896,NA,NA
220902_Smp_TN397_S10_U_B,S10,B,TN397,Trigonelline,359920896,NA,NA
220902_Smp_TN397_S10_U_C,S10,C,TN397,Trigonelline,259806464,NA,NA
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Trigonelline,298828192,NA,NA
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,Trigonelline,330521952,NA,NA
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Trigonelline,255548928,NA,NA
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Trigonelline,279570528,NA,NA
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Trigonelline,371969280,NA,NA
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,Trigonelline,497442176,NA,NA
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,Trigonelline,335215264,NA,NA
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,Trigonelline,453563520,NA,NA
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,Trigonelline,412219776,NA,NA
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,Trigonelline,391939808,NA,NA
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,Trigonelline,376249280,NA,NA
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,Trigonelline,289083104,NA,NA
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,Trigonelline,371265408,NA,NA
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,Trigonelline,301122784,NA,NA
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,Trigonelline,482672160,NA,NA
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,Trigonelline,315033632,NA,NA
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,Trigonelline,430428448,NA,NA
220902_Smp_TN397_S14_U_A,S14,A,TN397,Trigonelline,282362880,NA,NA
220902_Smp_TN397_S14_U_B,S14,B,TN397,Trigonelline,392907808,NA,NA
220902_Smp_TN397_S14_U_C,S14,C,TN397,Trigonelline,418082272,NA,NA
220902_Smp_TN397_S15_U_A,S15,A,TN397,Trigonelline,446138400,NA,NA
220902_Smp_TN397_S15_U_B,S15,B,TN397,Trigonelline,287684320,NA,NA
220902_Smp_TN397_S15_U_C,S15,C,TN397,Trigonelline,326579200,NA,NA
220902_Smp_TN397_S16_U_A,S16,A,TN397,Trigonelline,387003936,NA,NA
220902_Smp_TN397_S16_U_B,S16,B,TN397,Trigonelline,410533920,NA,NA
220902_Smp_TN397_S16_U_C,S16,C,TN397,Trigonelline,429413600,NA,NA
220902_Smp_TN397_S17_U_A,S17,A,TN397,Trigonelline,389845760,NA,NA
220902_Smp_TN397_S17_U_B,S17,B,TN397,Trigonelline,486559936,NA,NA
220902_Smp_TN397_S17_U_C,S17,C,TN397,Trigonelline,405643200,NA,NA
220902_Smp_TN397_S18_U_A,S18,A,TN397,Trigonelline,484959200,NA,NA
220902_Smp_TN397_S18_U_B,S18,B,TN397,Trigonelline,449457984,NA,NA
220902_Smp_TN397_S18_U_C,S18,C,TN397,Trigonelline,479471520,NA,NA
220902_Smp_TN397_U1_A,U1,A,TN397,Trigonelline,1301612416,NA,NA
220902_Smp_TN397_U1_B,U1,B,TN397,Trigonelline,1098776960,NA,NA
220902_Smp_TN397_U1_C,U1,C,TN397,Trigonelline,1474269568,NA,NA
220902_Smp_TN397_U2_A,U2,A,TN397,Trigonelline,1672765312,NA,NA
220902_Smp_TN397_U2_B,U2,B,TN397,Trigonelline,1545100032,NA,NA
220902_Smp_TN397_U2_C,U2,C,TN397,Trigonelline,1126132352,NA,NA
220902_Smp_TN397_U3_A,U3,A,TN397,Trigonelline,1122017024,NA,NA
220902_Smp_TN397_U3_B,U3,B,TN397,Trigonelline,1238716928,NA,NA
220902_Smp_TN397_U3_C,U3,C,TN397,Trigonelline,971323072,NA,NA
220902_Smp_TN397_U4_A,U4,A,TN397,Trigonelline,1103403776,NA,NA
220902_Smp_TN397_U4_B,U4,B,TN397,Trigonelline,1233745920,NA,NA
220902_Smp_TN397_U4_C,U4,C,TN397,Trigonelline,1111206528,NA,NA
220902_Smp_TN397_U5_A,U5,A,TN397,Trigonelline,982823744,NA,NA
220902_Smp_TN397_U5_B,U5,B,TN397,Trigonelline,825834432,NA,NA
220902_Smp_TN397_U5_C,U5,C,TN397,Trigonelline,342617952,NA,NA
220902_Smp_TN397_U6_A,U6,A,TN397,Trigonelline,571768512,NA,NA
220902_Smp_TN397_U6_B,U6,B,TN397,Trigonelline,506788192,NA,NA
220902_Smp_TN397_U6_C,U6,C,TN397,Trigonelline,606798720,NA,NA
220902_Smp_TN397_U7_A,U7,A,TN397,Trigonelline,362182464,NA,NA
220902_Smp_TN397_U7_B,U7,B,TN397,Trigonelline,388485408,NA,NA
220902_Smp_TN397_U7_C,U7,C,TN397,Trigonelline,501894496,NA,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,Trigonelline,843019136,NA,NA
220902_Smp_TN397_U9_A,U9,A,TN397,Trigonelline,412438976,NA,NA
220902_Smp_TN397_U9_B,U9,B,TN397,Trigonelline,379012704,NA,NA
220902_Smp_TN397_U9_C,U9,C,TN397,Trigonelline,251198864,NA,NA
220902_Smp_TN397_U10_A,U10,A,TN397,Trigonelline,324633760,NA,NA
220902_Smp_TN397_U10_B,U10,B,TN397,Trigonelline,441810880,NA,NA
220902_Smp_TN397_U10_C,U10,C,TN397,Trigonelline,396134272,NA,NA
220902_Smp_TN397_U11_A,U11,A,TN397,Trigonelline,250393552,NA,NA
220902_Smp_TN397_U11_B,U11,B,TN397,Trigonelline,357605280,NA,NA
220902_Smp_TN397_U11_C,U11,C,TN397,Trigonelline,355000064,NA,NA
220902_Smp_TN397_U12_A,U12,A,TN397,Trigonelline,399966976,NA,NA
220902_Smp_TN397_U12_B,U12,B,TN397,Trigonelline,445418592,NA,NA
220902_Smp_TN397_U12_C,U12,C,TN397,Trigonelline,536510272,NA,NA
220902_Smp_TN397_U13_A,U13,A,TN397,Trigonelline,369734112,NA,NA
220902_Smp_TN397_U13_B,U13,B,TN397,Trigonelline,369222432,NA,NA
220902_Smp_TN397_U13_C,U13,C,TN397,Trigonelline,343767392,NA,NA
220902_Smp_TN397_S1_U_A,S1,A,TN397,Trimethylamine N-oxide,627774080,NA,NA
220902_Smp_TN397_S1_U_B,S1,B,TN397,Trimethylamine N-oxide,165422128,NA,NA
220902_Smp_TN397_S1_U_C,S1,C,TN397,Trimethylamine N-oxide,686364224,NA,NA
220902_Smp_TN397_S2_U_A,S2,A,TN397,Trimethylamine N-oxide,1248977920,NA,NA
220902_Smp_TN397_S2_U_B,S2,B,TN397,Trimethylamine N-oxide,578359168,NA,NA
220902_Smp_TN397_S2_U_C,S2,C,TN397,Trimethylamine N-oxide,542525184,NA,NA
220902_Smp_TN397_S3_U_A,S3,A,TN397,Trimethylamine N-oxide,475743168,NA,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,Trimethylamine N-oxide,920841408,NA,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,Trimethylamine N-oxide,468790144,NA,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Trimethylamine N-oxide,815532736,NA,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Trimethylamine N-oxide,489825664,NA,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Trimethylamine N-oxide,642506560,NA,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Trimethylamine N-oxide,69299472,NA,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Trimethylamine N-oxide,396588256,NA,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Trimethylamine N-oxide,459446400,NA,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Trimethylamine N-oxide,360011488,NA,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Trimethylamine N-oxide,574660288,NA,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Trimethylamine N-oxide,345695616,NA,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,Trimethylamine N-oxide,549507520,NA,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,Trimethylamine N-oxide,260533856,NA,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,Trimethylamine N-oxide,265261968,NA,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Trimethylamine N-oxide,333304736,NA,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Trimethylamine N-oxide,346821120,NA,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Trimethylamine N-oxide,235530496,NA,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Trimethylamine N-oxide,893207232,NA,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Trimethylamine N-oxide,241597488,NA,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Trimethylamine N-oxide,68682648,NA,NA
220902_Smp_TN397_S8_U_A,S8,A,TN397,Trimethylamine N-oxide,330131008,NA,NA
220902_Smp_TN397_S8_U_B,S8,B,TN397,Trimethylamine N-oxide,121737992,NA,NA
220902_Smp_TN397_S8_U_C,S8,C,TN397,Trimethylamine N-oxide,409140416,NA,NA
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Trimethylamine N-oxide,403789696,NA,NA
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Trimethylamine N-oxide,359081472,NA,NA
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Trimethylamine N-oxide,269671584,NA,NA
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Trimethylamine N-oxide,171644032,NA,NA
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Trimethylamine N-oxide,223740656,NA,NA
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Trimethylamine N-oxide,268987072,NA,NA
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,Trimethylamine N-oxide,168695840,NA,NA
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,Trimethylamine N-oxide,237247920,NA,NA
220902_Smp_TN397_S10_U_A,S10,A,TN397,Trimethylamine N-oxide,256843824,NA,NA
220902_Smp_TN397_S10_U_B,S10,B,TN397,Trimethylamine N-oxide,452239712,NA,NA
220902_Smp_TN397_S10_U_C,S10,C,TN397,Trimethylamine N-oxide,403045952,NA,NA
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Trimethylamine N-oxide,629917184,NA,NA
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,Trimethylamine N-oxide,400165344,NA,NA
