Name,SampID,Cruise,EE.adjust.conc,Empirical_Formula,C,N,Nmol.C,Nmol.N
Betonicine,240415_Smp_S2_C4_D6_B,RC078,0.04313624248037396,C7H13NO3,7,1,0.30195369736261773,0.04313624248037396
Betonicine,240415_Smp_S2_C4_D6_C,RC078,0.016843084480114616,C7H13NO3,7,1,0.1179015913608023,0.016843084480114616
Betonicine,240415_Smp_S3_C2_D3_A,RC078,0.02015157092318732,C7H13NO3,7,1,0.14106099646231124,0.02015157092318732
Betonicine,240415_Smp_S3_C2_D3_B,RC078,0.023449618051511727,C7H13NO3,7,1,0.1641473263605821,0.023449618051511727
Betonicine,240415_Smp_S3_C2_D3_C,RC078,0.02746230832033242,C7H13NO3,7,1,0.19223615824232695,0.02746230832033242
Betonicine,240415_Smp_S3_C2_D4_A,RC078,0.011213000300493053,C7H13NO3,7,1,0.07849100210345138,0.011213000300493053
Betonicine,240415_Smp_S3_C2_D4_B,RC078,0.022372863018591226,C7H13NO3,7,1,0.15661004113013857,0.022372863018591226
Betonicine,240415_Smp_S3_C2_D4_C,RC078,0.011108807117348874,C7H13NO3,7,1,0.07776164982144211,0.011108807117348874
Betonicine,240415_Smp_S5_C3_D2_A,RC078,0.05502611618653874,C7H13NO3,7,1,0.3851828133057712,0.05502611618653874
Betonicine,240415_Smp_S5_C3_D2_B,RC078,0.0459710545738616,C7H13NO3,7,1,0.32179738201703123,0.0459710545738616
Betonicine,240415_Smp_S5_C3_D2_C,RC078,0.03797120477724689,C7H13NO3,7,1,0.26579843344072823,0.03797120477724689
Betonicine,240415_Smp_S5_C3_D3_A,RC078,0.02749181482291959,C7H13NO3,7,1,0.19244270376043712,0.02749181482291959
Betonicine,240415_Smp_S5_C3_D3_B,RC078,0.07308488386463549,C7H13NO3,7,1,0.5115941870524484,0.07308488386463549
Betonicine,240415_Smp_S5_C3_D3_C,RC078,0.07784273536084202,C7H13NO3,7,1,0.5448991475258942,0.07784273536084202
Betonicine,240415_Smp_S6_C1_D1_A,RC078,0.05297766973684631,C7H13NO3,7,1,0.3708436881579242,0.05297766973684631
Betonicine,240415_Smp_S6_C1_D1_B,RC078,0.08252491211740552,C7H13NO3,7,1,0.5776743848218386,0.08252491211740552
Betonicine,240415_Smp_S6_C1_D1_C,RC078,0.06574379893841927,C7H13NO3,7,1,0.46020659256893487,0.06574379893841927
Betonicine,240415_Smp_S6_C1_D2_A,RC078,0.026975295173085865,C7H13NO3,7,1,0.18882706621160106,0.026975295173085865
Betonicine,240415_Smp_S6_C1_D2_B,RC078,0.017851734011747597,C7H13NO3,7,1,0.12496213808223318,0.017851734011747597
Betonicine,240415_Smp_S6_C1_D2_C,RC078,0.034958759656523786,C7H13NO3,7,1,0.2447113175956665,0.034958759656523786
Betonicine,240415_Smp_S7_C3_D5_A,RC078,1.414314268712312,C7H13NO3,7,1,9.900199880986184,1.414314268712312
Betonicine,240415_Smp_S7_C3_D5_B,RC078,0.9168598305992784,C7H13NO3,7,1,6.418018814194949,0.9168598305992784
Betonicine,240415_Smp_S7_C3_D5_C,RC078,1.7818331968587644,C7H13NO3,7,1,12.47283237801135,1.7818331968587644
Betonicine,240415_Smp_S7_C3_D6_A,RC078,0.9726719948391919,C7H13NO3,7,1,6.808703963874343,0.9726719948391919
Betonicine,240415_Smp_S7_C3_D6_B,RC078,0.7200829233196853,C7H13NO3,7,1,5.040580463237797,0.7200829233196853
Betonicine,240415_Smp_S7_C3_D6_C,RC078,1.2858656465189178,C7H13NO3,7,1,9.001059525632424,1.2858656465189178
Betonicine,220602_Poo_TruePooG4-CXSPE_Full1,TN397,0.050885917393135346,C7H13NO3,7,1,0.3562014217519474,0.050885917393135346
Betonicine,220602_Poo_TruePooG4-CXSPE_Full2,TN397,0.04047149078002831,C7H13NO3,7,1,0.2833004354601982,0.04047149078002831
Betonicine,220602_Poo_TruePooG4-CXSPE_Full3,TN397,0.04764395502755809,C7H13NO3,7,1,0.33350768519290663,0.04764395502755809
Betonicine,220602_Poo_TruePooG4-CXSPE_Full4,TN397,0.04823088173577205,C7H13NO3,7,1,0.33761617215040435,0.04823088173577205
Betonicine,220602_Poo_TruePooG4-CXSPE_Half1,TN397,0.05623906589745559,C7H13NO3,7,1,0.3936734612821891,0.05623906589745559
Betonicine,220602_Poo_TruePooG4-CXSPE_Half2,TN397,0.05803251289087268,C7H13NO3,7,1,0.40622759023610877,0.05803251289087268
Betonicine,220602_Poo_TruePooG4-CXSPE_Half3,TN397,0.06257652818399155,C7H13NO3,7,1,0.43803569728794084,0.06257652818399155
Betonicine,220602_Poo_TruePooG4-CXSPE_Half4,TN397,0.058605753616976154,C7H13NO3,7,1,0.41024027531883306,0.058605753616976154
Betonicine,220602_Smp_CXSPE_Blk1_A,TN397,0.0013495275802396654,C7H13NO3,7,1,0.009446693061677659,0.0013495275802396654
Betonicine,220602_Smp_CXSPE_Blk1_B,TN397,0.0018987617475591495,C7H13NO3,7,1,0.013291332232914047,0.0018987617475591495
Betonicine,220602_Smp_CXSPE_Blk1_C,TN397,6.518341610756939e-4,C7H13NO3,7,1,0.004562839127529857,6.518341610756939e-4
Betonicine,220602_Smp_CXSPE_Blk2_A,TN397,0.001422175465606515,C7H13NO3,7,1,0.009955228259245606,0.001422175465606515
Betonicine,220602_Smp_CXSPE_Blk2_B,TN397,0.0054585530026073,C7H13NO3,7,1,0.0382098710182511,0.0054585530026073
Betonicine,220602_Smp_CXSPE_Blk2_C,TN397,0.001309950412300467,C7H13NO3,7,1,0.00916965288610327,0.001309950412300467
Betonicine,220602_Smp_CXSPE_Blk3_A,TN397,0.0020399517236597015,C7H13NO3,7,1,0.01427966206561791,0.0020399517236597015
Betonicine,220602_Smp_CXSPE_Blk3_B,TN397,0.004053361616439545,C7H13NO3,7,1,0.02837353131507682,0.004053361616439545
Betonicine,220602_Smp_CXSPE_Blk3_C,TN397,0.001057589876597462,C7H13NO3,7,1,0.0074031291361822335,0.001057589876597462
