parent_id,sample_id,depth_m,station,cast,c_mol_l,n_mol_l,POC_uM,PN_uM,PO4,Si(OH)4,NO3,NO2,NH4,Station,Cast,lat,lon,sal,temp,oxygen,beam_atten,Chl_fluor
S1_C1_5m,S1_C1_5m_B,1,1,1,8.221228804491219e-5,3.827266316105798e-5,82.21228804491219,38.27266316105798,NA,NA,NA,NA,NA,S1,C1,47.984547012987015,-122.61869441558441,29.957964935064936,9.782167532467533,2.205483116883117,0.6003,2.327138961038961
S4_C1_D1,S4_C1_D1_B,120,5,1,8.827690086136364e-6,1.0232661614553118e-5,8.827690086136364,10.232661614553118,NA,NA,NA,NA,NA,S5,C1,48.82363481481482,-122.89494962962964,30.284285925925925,9.224077037037038,1.9587518518518519,0.44929703703703705,0.8881570370370371
S7_C3_D6,S7_C3_D6_B,3,7,3,1.0741778651609874e-4,2.4620720741802633e-5,107.41778651609874,24.620720741802632,0.46078168,5.120976469,1.385618846,0.125004368,1.533074109,S7,C2,47.81989388489209,-122.46678863309353,29.74151726618705,9.693851798561152,2.1948971223021583,0.4426172661870504,1.609541726618705
S7_C1_D2,S7_C1_D2_B,90,7,1,1.3805867631324133e-5,7.372562021492657e-6,13.805867631324134,7.372562021492657,1.8132877569999999,31.3182616,19.25070947,0.528424437,2.785684096,S7,C1,47.81985939189189,-122.46608574324324,29.730080405405406,9.732956081081081,2.2222945945945947,0.5442608108108108,2.169958108108108
Blk,Blk6,0,NA,NA,1.1359788001272148e-5,5.898007083893969e-6,11.359788001272149,5.898007083893969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,S7_C2_D3,NA,7,NA,1.6068670507750396e-5,1.039940687932422e-5,16.068670507750397,10.39940687932422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S4_C2_D3,S4_C2_D3_A,12,5,2,1.560695857375197e-5,8.128520281258312e-6,15.60695857375197,8.12852028125831,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C2_D3,S4_C2_D3_C,12,5,2,1.6827226901522785e-5,8.235647553750747e-6,16.827226901522785,8.235647553750747,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C2_D3,S4_C2_D3_B,12,5,2,1.6303207769777358e-5,7.150225943780228e-6,16.30320776977736,7.150225943780228,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C2_D4,S4_C2_D4_A,4,5,2,2.5717229793931145e-5,8.99564480765934e-6,25.717229793931146,8.99564480765934,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C2_D4,S4_C2_D4_C,4,5,2,2.6919175774438124e-5,8.42059369399712e-6,26.919175774438123,8.420593693997121,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C1_D1,S4_C1_D1_A,120,5,1,8.201065809713515e-6,7.76974498187327e-6,8.201065809713516,7.769744981873271,NA,NA,NA,NA,NA,S5,C1,48.82363481481482,-122.89494962962964,30.284285925925925,9.224077037037038,1.9587518518518519,0.44929703703703705,0.8881570370370371
S4_C2_D4,S4_C2_D4_B,4,5,2,3.0242849568096163e-5,8.089105530058264e-6,30.24284956809616,8.089105530058264,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C1_D1,S4_C1_D1_C,120,5,1,8.017842337075255e-6,8.712667106735928e-6,8.017842337075255,8.712667106735928,NA,NA,NA,NA,NA,S5,C1,48.82363481481482,-122.89494962962964,30.284285925925925,9.224077037037038,1.9587518518518519,0.44929703703703705,0.8881570370370371
