SampID,Batch,Organism,Compound,Area,min.area.flag,blk.flag,smp.remove
220104_Smp_Cs_B_pos,Haptophyte,Cs,Dimethylsulfoniopropionate,11563655168,NA,NA,NA
220104_Smp_Cs_C_pos,Haptophyte,Cs,Dimethylsulfoniopropionate,8879650816,NA,NA,NA
220104_Smp_P3_A_pos,Haptophyte,P3,Dimethylsulfoniopropionate,1456210,NA,NA,NA
220104_Smp_P3_B_pos,Haptophyte,P3,Dimethylsulfoniopropionate,1349698,NA,NA,NA
220104_Smp_P3_C_pos,Haptophyte,P3,Dimethylsulfoniopropionate,1206048,NA,NA,NA
220104_Smp_P5-5_A_pos,Haptophyte,P5,Dimethylsulfoniopropionate,11865828,NA,NA,NA
220104_Smp_P5-5_B_pos,Haptophyte,P5,Dimethylsulfoniopropionate,11634210,NA,NA,NA
220104_Smp_P5-5_C_pos,Haptophyte,P5,Dimethylsulfoniopropionate,11873518,NA,NA,NA
220104_Smp_116-1_A_pos,Haptophyte,116,Glycine betaine,34669548,NA,Flag,Smp_Remove
220104_Smp_116-1_B_pos,Haptophyte,116,Glycine betaine,34669548,NA,Flag,Smp_Remove
220104_Smp_116-1_C_pos,Haptophyte,116,Glycine betaine,34669548,NA,Flag,Smp_Remove
220104_Smp_371_A_pos,Haptophyte,371,Glycine betaine,1039812352,NA,NA,NA
220104_Smp_371_B_pos,Haptophyte,371,Glycine betaine,1124901504,NA,NA,NA
220104_Smp_371_C_pos,Haptophyte,371,Glycine betaine,915043456,NA,NA,NA
220104_Smp_2090_A_pos,Haptophyte,2090,Glycine betaine,3421453824,NA,NA,NA
220104_Smp_2090_B_pos,Haptophyte,2090,Glycine betaine,3139203328,NA,NA,NA
220104_Smp_2090_C_pos,Haptophyte,2090,Glycine betaine,5085138944,NA,NA,NA
220104_Smp_Ca_A_pos,Haptophyte,Ca,Glycine betaine,42219432,NA,Flag,Smp_Remove
220104_Smp_Ca_B_pos,Haptophyte,Ca,Glycine betaine,42219432,NA,Flag,Smp_Remove
220104_Smp_Ca_C_pos,Haptophyte,Ca,Glycine betaine,42219432,NA,Flag,Smp_Remove
220104_Smp_Cr_A_pos,Haptophyte,Cr,Glycine betaine,4118577664,NA,NA,NA
220104_Smp_Cr_B_pos,Haptophyte,Cr,Glycine betaine,3884602880,NA,NA,NA
220104_Smp_Cr_C_pos,Haptophyte,Cr,Glycine betaine,3830477568,NA,NA,NA
220104_Smp_Cs_A_pos,Haptophyte,Cs,Glycine betaine,17460539392,NA,NA,NA
220104_Smp_Cs_B_pos,Haptophyte,Cs,Glycine betaine,19101120512,NA,NA,NA
220104_Smp_Cs_C_pos,Haptophyte,Cs,Glycine betaine,17641113600,NA,NA,NA
220104_Smp_P3_A_pos,Haptophyte,P3,Glycine betaine,34669548,NA,Flag,Smp_Remove
220104_Smp_P3_B_pos,Haptophyte,P3,Glycine betaine,34669548,NA,Flag,Smp_Remove
220104_Smp_P3_C_pos,Haptophyte,P3,Glycine betaine,34669548,NA,Flag,Smp_Remove
220104_Smp_P5-5_A_pos,Haptophyte,P5,Glycine betaine,34669548,NA,Flag,Smp_Remove
220104_Smp_P5-5_B_pos,Haptophyte,P5,Glycine betaine,34669548,NA,Flag,Smp_Remove
220104_Smp_P5-5_C_pos,Haptophyte,P5,Glycine betaine,34669548,NA,Flag,Smp_Remove
220104_Smp_116-1_A_pos,Haptophyte,116,Gonyol,252585808,NA,NA,NA
220104_Smp_116-1_B_pos,Haptophyte,116,Gonyol,271166304,NA,NA,NA
220104_Smp_116-1_C_pos,Haptophyte,116,Gonyol,268489728,NA,NA,NA
220104_Smp_371_A_pos,Haptophyte,371,Gonyol,301965056,NA,NA,NA
220104_Smp_371_B_pos,Haptophyte,371,Gonyol,363304672,NA,NA,NA
220104_Smp_371_C_pos,Haptophyte,371,Gonyol,237643344,NA,NA,NA
220104_Smp_2090_A_pos,Haptophyte,2090,Gonyol,387165600,NA,NA,NA
220104_Smp_2090_B_pos,Haptophyte,2090,Gonyol,342963360,NA,NA,NA
220104_Smp_2090_C_pos,Haptophyte,2090,Gonyol,500744032,NA,NA,NA
220104_Smp_Ca_A_pos,Haptophyte,Ca,Gonyol,1030475968,NA,NA,NA
220104_Smp_Ca_B_pos,Haptophyte,Ca,Gonyol,1257827840,NA,NA,NA
220104_Smp_Ca_C_pos,Haptophyte,Ca,Gonyol,1140479872,NA,NA,NA
220104_Smp_Cr_A_pos,Haptophyte,Cr,Gonyol,352743328,NA,NA,NA
220104_Smp_Cr_B_pos,Haptophyte,Cr,Gonyol,246069376,NA,NA,NA
220104_Smp_Cr_C_pos,Haptophyte,Cr,Gonyol,302621856,NA,NA,NA
220104_Smp_Cs_A_pos,Haptophyte,Cs,Gonyol,207435840,NA,NA,NA
220104_Smp_Cs_B_pos,Haptophyte,Cs,Gonyol,189719952,NA,NA,NA
220104_Smp_Cs_C_pos,Haptophyte,Cs,Gonyol,193998784,NA,NA,NA
220104_Smp_P3_A_pos,Haptophyte,P3,Gonyol,112883616,NA,NA,NA
220104_Smp_P3_B_pos,Haptophyte,P3,Gonyol,90779384,NA,NA,NA
220104_Smp_P3_C_pos,Haptophyte,P3,Gonyol,84469960,NA,NA,NA
220104_Smp_P5-5_A_pos,Haptophyte,P5,Gonyol,367075616,NA,NA,NA
220104_Smp_P5-5_B_pos,Haptophyte,P5,Gonyol,338140608,NA,NA,NA
220104_Smp_P5-5_C_pos,Haptophyte,P5,Gonyol,433324416,NA,NA,NA
220104_Smp_116-1_A_pos,Haptophyte,116,Homarine,0,Flag,Flag,Smp_Remove
220104_Smp_116-1_B_pos,Haptophyte,116,Homarine,0,Flag,NA,Smp_Remove
220104_Smp_116-1_C_pos,Haptophyte,116,Homarine,0,Flag,NA,Smp_Remove
220104_Smp_371_A_pos,Haptophyte,371,Homarine,97336360,NA,NA,NA
220104_Smp_371_B_pos,Haptophyte,371,Homarine,107509200,NA,NA,NA
220104_Smp_371_C_pos,Haptophyte,371,Homarine,85838344,NA,NA,NA
220104_Smp_2090_A_pos,Haptophyte,2090,Homarine,0,Flag,Flag,Smp_Remove
220104_Smp_2090_B_pos,Haptophyte,2090,Homarine,0,Flag,NA,Smp_Remove
220104_Smp_2090_C_pos,Haptophyte,2090,Homarine,0,Flag,NA,Smp_Remove
220104_Smp_Ca_A_pos,Haptophyte,Ca,Homarine,1344595456,NA,NA,NA
220104_Smp_Ca_B_pos,Haptophyte,Ca,Homarine,1409528704,NA,NA,NA
220104_Smp_Ca_C_pos,Haptophyte,Ca,Homarine,1276442496,NA,NA,NA
220104_Smp_Cr_A_pos,Haptophyte,Cr,Homarine,84379768,NA,NA,NA
220104_Smp_Cr_B_pos,Haptophyte,Cr,Homarine,77028904,NA,NA,NA
220104_Smp_Cr_C_pos,Haptophyte,Cr,Homarine,77310472,NA,NA,NA
220104_Smp_Cs_A_pos,Haptophyte,Cs,Homarine,3881945856,NA,NA,NA
220104_Smp_Cs_B_pos,Haptophyte,Cs,Homarine,4110402816,NA,NA,NA
220104_Smp_Cs_C_pos,Haptophyte,Cs,Homarine,3868129792,NA,NA,NA
220104_Smp_P3_A_pos,Haptophyte,P3,Homarine,0,Flag,NA,Smp_Remove
220104_Smp_P3_B_pos,Haptophyte,P3,Homarine,0,Flag,NA,Smp_Remove
220104_Smp_P3_C_pos,Haptophyte,P3,Homarine,0,Flag,Flag,Smp_Remove
220104_Smp_P5-5_A_pos,Haptophyte,P5,Homarine,0,Flag,NA,Smp_Remove
220104_Smp_P5-5_B_pos,Haptophyte,P5,Homarine,0,Flag,Flag,Smp_Remove
220104_Smp_P5-5_C_pos,Haptophyte,P5,Homarine,0,Flag,Flag,Smp_Remove
220104_Smp_116-1_A_pos,Haptophyte,116,Proline betaine,72002,NA,NA,NA
220104_Smp_116-1_B_pos,Haptophyte,116,Proline betaine,62279,NA,NA,NA
220104_Smp_116-1_C_pos,Haptophyte,116,Proline betaine,307933,NA,NA,NA
220104_Smp_371_A_pos,Haptophyte,371,Proline betaine,7719111,NA,NA,NA
220104_Smp_371_B_pos,Haptophyte,371,Proline betaine,8574464,NA,NA,NA
220104_Smp_371_C_pos,Haptophyte,371,Proline betaine,6556413,NA,NA,NA
220104_Smp_2090_A_pos,Haptophyte,2090,Proline betaine,5628027,NA,NA,NA
220104_Smp_2090_B_pos,Haptophyte,2090,Proline betaine,5513567,NA,NA,NA
220104_Smp_2090_C_pos,Haptophyte,2090,Proline betaine,8569874,NA,NA,NA
220104_Smp_Ca_A_pos,Haptophyte,Ca,Proline betaine,9964321,NA,NA,NA
220104_Smp_Ca_B_pos,Haptophyte,Ca,Proline betaine,10100699,NA,NA,NA
220104_Smp_Ca_C_pos,Haptophyte,Ca,Proline betaine,9511728,NA,NA,NA
220104_Smp_Cr_A_pos,Haptophyte,Cr,Proline betaine,237038672,NA,NA,NA
220104_Smp_Cr_B_pos,Haptophyte,Cr,Proline betaine,219392640,NA,NA,NA
220104_Smp_Cr_C_pos,Haptophyte,Cr,Proline betaine,221386752,NA,NA,NA
220104_Smp_Cs_A_pos,Haptophyte,Cs,Proline betaine,155744960,NA,NA,NA
220104_Smp_Cs_B_pos,Haptophyte,Cs,Proline betaine,160787088,NA,NA,NA
220104_Smp_Cs_C_pos,Haptophyte,Cs,Proline betaine,158323728,NA,NA,NA
220104_Smp_P3_A_pos,Haptophyte,P3,Proline betaine,938816,NA,NA,NA
220104_Smp_P3_B_pos,Haptophyte,P3,Proline betaine,856694,NA,NA,NA
220104_Smp_P3_C_pos,Haptophyte,P3,Proline betaine,557531,NA,NA,NA
220104_Smp_P5-5_A_pos,Haptophyte,P5,Proline betaine,1130130,NA,NA,NA
220104_Smp_P5-5_B_pos,Haptophyte,P5,Proline betaine,701572,NA,NA,NA
220104_Smp_P5-5_C_pos,Haptophyte,P5,Proline betaine,642187,NA,NA,NA
220104_Smp_116-1_A_pos,Haptophyte,116,Trigonelline,1794389,NA,NA,NA
220104_Smp_116-1_B_pos,Haptophyte,116,Trigonelline,1108398,NA,NA,NA
220104_Smp_116-1_C_pos,Haptophyte,116,Trigonelline,427969,NA,NA,NA
220104_Smp_371_A_pos,Haptophyte,371,Trigonelline,2017442,NA,NA,NA
220104_Smp_371_B_pos,Haptophyte,371,Trigonelline,1296999,NA,NA,NA
220104_Smp_371_C_pos,Haptophyte,371,Trigonelline,2213897,NA,NA,NA
220104_Smp_2090_A_pos,Haptophyte,2090,Trigonelline,5298809,NA,NA,NA
220104_Smp_2090_B_pos,Haptophyte,2090,Trigonelline,4879922,NA,NA,NA
220104_Smp_2090_C_pos,Haptophyte,2090,Trigonelline,9836192,NA,NA,NA
220104_Smp_Ca_A_pos,Haptophyte,Ca,Trigonelline,11881943,NA,NA,NA
220104_Smp_Ca_B_pos,Haptophyte,Ca,Trigonelline,4504786,NA,NA,NA
220104_Smp_Ca_C_pos,Haptophyte,Ca,Trigonelline,7023368,NA,NA,NA
220104_Smp_Cr_A_pos,Haptophyte,Cr,Trigonelline,1002009,NA,NA,NA
220104_Smp_Cr_B_pos,Haptophyte,Cr,Trigonelline,1772126,NA,NA,NA
220104_Smp_Cr_C_pos,Haptophyte,Cr,Trigonelline,1827204,NA,NA,NA
220104_Smp_Cs_A_pos,Haptophyte,Cs,Trigonelline,967660,NA,NA,NA
220104_Smp_Cs_B_pos,Haptophyte,Cs,Trigonelline,3466992,NA,NA,NA
220104_Smp_Cs_C_pos,Haptophyte,Cs,Trigonelline,3412865,NA,NA,NA
220104_Smp_P3_A_pos,Haptophyte,P3,Trigonelline,108488,NA,NA,NA
220104_Smp_P3_B_pos,Haptophyte,P3,Trigonelline,101369,NA,NA,NA
220104_Smp_P3_C_pos,Haptophyte,P3,Trigonelline,66025,NA,NA,NA
220104_Smp_P5-5_A_pos,Haptophyte,P5,Trigonelline,6133028,NA,NA,NA
220104_Smp_P5-5_B_pos,Haptophyte,P5,Trigonelline,4621792,NA,NA,NA
220104_Smp_P5-5_C_pos,Haptophyte,P5,Trigonelline,6129422,NA,NA,NA
220104_Smp_116-1_A_pos,Haptophyte,116,Trimethylamine N-oxide,6181,Flag,Flag,Smp_Remove
220104_Smp_116-1_B_pos,Haptophyte,116,Trimethylamine N-oxide,6181,Flag,Flag,Smp_Remove
220104_Smp_116-1_C_pos,Haptophyte,116,Trimethylamine N-oxide,6181,Flag,Flag,Smp_Remove
220104_Smp_371_A_pos,Haptophyte,371,Trimethylamine N-oxide,4323.5,Flag,Flag,Smp_Remove
220104_Smp_371_B_pos,Haptophyte,371,Trimethylamine N-oxide,4323.5,Flag,Flag,Smp_Remove
220104_Smp_371_C_pos,Haptophyte,371,Trimethylamine N-oxide,4323.5,Flag,Flag,Smp_Remove
220104_Smp_2090_A_pos,Haptophyte,2090,Trimethylamine N-oxide,7047,Flag,Flag,Smp_Remove
220104_Smp_2090_B_pos,Haptophyte,2090,Trimethylamine N-oxide,7047,Flag,Flag,Smp_Remove
220104_Smp_2090_C_pos,Haptophyte,2090,Trimethylamine N-oxide,63061,NA,NA,NA
220104_Smp_Ca_A_pos,Haptophyte,Ca,Trimethylamine N-oxide,12963,Flag,Flag,Smp_Remove
220104_Smp_Ca_B_pos,Haptophyte,Ca,Trimethylamine N-oxide,12963,Flag,Flag,Smp_Remove
220104_Smp_Ca_C_pos,Haptophyte,Ca,Trimethylamine N-oxide,12963,Flag,Flag,Smp_Remove
220104_Smp_Cr_A_pos,Haptophyte,Cr,Trimethylamine N-oxide,12963,Flag,Flag,Smp_Remove
220104_Smp_Cr_B_pos,Haptophyte,Cr,Trimethylamine N-oxide,12963,Flag,Flag,Smp_Remove
220104_Smp_Cr_C_pos,Haptophyte,Cr,Trimethylamine N-oxide,12963,Flag,Flag,Smp_Remove
220104_Smp_Cs_A_pos,Haptophyte,Cs,Trimethylamine N-oxide,12963,Flag,Flag,Smp_Remove
220104_Smp_Cs_B_pos,Haptophyte,Cs,Trimethylamine N-oxide,12963,Flag,Flag,Smp_Remove
220104_Smp_Cs_C_pos,Haptophyte,Cs,Trimethylamine N-oxide,12963,Flag,Flag,Smp_Remove
220104_Smp_P3_A_pos,Haptophyte,P3,Trimethylamine N-oxide,1310174,NA,NA,NA
220104_Smp_P3_B_pos,Haptophyte,P3,Trimethylamine N-oxide,1594952,NA,NA,NA
220104_Smp_P3_C_pos,Haptophyte,P3,Trimethylamine N-oxide,685803,NA,NA,NA
220104_Smp_P5-5_A_pos,Haptophyte,P5,Trimethylamine N-oxide,6181,Flag,Flag,Smp_Remove
220104_Smp_P5-5_B_pos,Haptophyte,P5,Trimethylamine N-oxide,6181,Flag,Flag,Smp_Remove
220104_Smp_P5-5_C_pos,Haptophyte,P5,Trimethylamine N-oxide,6181,Flag,Flag,Smp_Remove
