SampID,Batch,Organism,Compound,Area,min.area.flag,blk.flag,smp.remove
211221_Smp_8501_B_pos,Cyano,WH8501,Gonyol,0,Flag,Flag,Smp_Remove
211221_Smp_8501_C_pos,Cyano,WH8501,Gonyol,0,Flag,Flag,Smp_Remove
211221_Smp_8501_D_pos,Cyano,WH8501,Gonyol,0,Flag,Flag,Smp_Remove
211221_Smp_As9601_A_pos,Cyano,As9601,Gonyol,46370.5,NA,Flag,Smp_Remove
211221_Smp_As9601_B_pos,Cyano,As9601,Gonyol,46370.5,NA,Flag,Smp_Remove
211221_Smp_As9601_C_pos,Cyano,As9601,Gonyol,46370.5,Flag,Flag,Smp_Remove
211221_Smp_MED4_D_pos,Cyano,MED4,Gonyol,0,Flag,Flag,Smp_Remove
211221_Smp_MED4_E_pos,Cyano,MED4,Gonyol,0,Flag,Flag,Smp_Remove
211221_Smp_MED4_F_pos,Cyano,MED4,Gonyol,0,Flag,Flag,Smp_Remove
211221_Smp_Nat_A_pos,Cyano,NATL2A,Gonyol,39604.5,NA,Flag,Smp_Remove
211221_Smp_Nat_B_pos,Cyano,NATL2A,Gonyol,39604.5,NA,Flag,Smp_Remove
211221_Smp_Nat_C_pos,Cyano,NATL2A,Gonyol,39604.5,Flag,Flag,Smp_Remove
211221_Smp_1314P_A_pos,Cyano,1314P,Homarine,15061,Flag,Flag,Smp_Remove
211221_Smp_1314P_B_pos,Cyano,1314P,Homarine,15061,Flag,Flag,Smp_Remove
211221_Smp_1314P_C_pos,Cyano,1314P,Homarine,15061,NA,Flag,Smp_Remove
211221_Smp_7803_B_pos,Cyano,7803,Homarine,830968512,NA,NA,NA
211221_Smp_7803_F_pos,Cyano,7803,Homarine,934457664,NA,NA,NA
211221_Smp_8102_A_pos,Cyano,8102,Homarine,50622697472,NA,NA,NA
211221_Smp_8102_F_pos,Cyano,8102,Homarine,48383385600,NA,NA,NA
211221_Smp_8501_B_pos,Cyano,WH8501,Homarine,37103924,NA,NA,NA
211221_Smp_8501_C_pos,Cyano,WH8501,Homarine,9860037,NA,NA,NA
211221_Smp_8501_D_pos,Cyano,WH8501,Homarine,2497887,NA,NA,NA
211221_Smp_As9601_A_pos,Cyano,As9601,Homarine,21683.5,Flag,Flag,Smp_Remove
211221_Smp_As9601_B_pos,Cyano,As9601,Homarine,21683.5,Flag,Flag,Smp_Remove
211221_Smp_As9601_C_pos,Cyano,As9601,Homarine,21683.5,Flag,Flag,Smp_Remove
211221_Smp_MED4_D_pos,Cyano,MED4,Homarine,64727,NA,NA,NA
211221_Smp_MED4_E_pos,Cyano,MED4,Homarine,44860,NA,NA,NA
211221_Smp_MED4_F_pos,Cyano,MED4,Homarine,131341,NA,NA,NA
211221_Smp_Nat_A_pos,Cyano,NATL2A,Homarine,3335,Flag,Flag,Smp_Remove
211221_Smp_Nat_B_pos,Cyano,NATL2A,Homarine,3335,Flag,Flag,Smp_Remove
211221_Smp_Nat_C_pos,Cyano,NATL2A,Homarine,126317,NA,NA,NA
211221_Smp_1314P_A_pos,Cyano,1314P,Proline betaine,16960.5,Flag,Flag,Smp_Remove
211221_Smp_1314P_B_pos,Cyano,1314P,Proline betaine,16960.5,Flag,Flag,Smp_Remove
211221_Smp_1314P_C_pos,Cyano,1314P,Proline betaine,16960.5,Flag,Flag,Smp_Remove
211221_Smp_7803_B_pos,Cyano,7803,Proline betaine,444633,NA,NA,NA
211221_Smp_7803_F_pos,Cyano,7803,Proline betaine,336516,NA,NA,NA
211221_Smp_8102_A_pos,Cyano,8102,Proline betaine,48421,NA,Flag,Smp_Remove
211221_Smp_8102_F_pos,Cyano,8102,Proline betaine,48421,NA,Flag,Smp_Remove
211221_Smp_8501_B_pos,Cyano,WH8501,Proline betaine,6567694,NA,NA,NA
211221_Smp_8501_C_pos,Cyano,WH8501,Proline betaine,10552407,NA,NA,NA
211221_Smp_8501_D_pos,Cyano,WH8501,Proline betaine,8152022,NA,NA,NA
211221_Smp_As9601_A_pos,Cyano,As9601,Proline betaine,9859,Flag,Flag,Smp_Remove
211221_Smp_As9601_B_pos,Cyano,As9601,Proline betaine,9859,Flag,Flag,Smp_Remove
211221_Smp_As9601_C_pos,Cyano,As9601,Proline betaine,9859,Flag,Flag,Smp_Remove
211221_Smp_MED4_D_pos,Cyano,MED4,Proline betaine,48421,Flag,Flag,Smp_Remove
211221_Smp_MED4_E_pos,Cyano,MED4,Proline betaine,48421,Flag,Flag,Smp_Remove
211221_Smp_MED4_F_pos,Cyano,MED4,Proline betaine,48421,Flag,Flag,Smp_Remove
211221_Smp_Nat_A_pos,Cyano,NATL2A,Proline betaine,9157.5,Flag,Flag,Smp_Remove
211221_Smp_Nat_B_pos,Cyano,NATL2A,Proline betaine,9157.5,Flag,Flag,Smp_Remove
211221_Smp_Nat_C_pos,Cyano,NATL2A,Proline betaine,9157.5,Flag,Flag,Smp_Remove
211221_Smp_1314P_A_pos,Cyano,1314P,Trigonelline,9609,Flag,Flag,Smp_Remove
211221_Smp_1314P_B_pos,Cyano,1314P,Trigonelline,9609,Flag,Flag,Smp_Remove
211221_Smp_1314P_C_pos,Cyano,1314P,Trigonelline,87856,NA,NA,NA
211221_Smp_7803_B_pos,Cyano,7803,Trigonelline,1829295,NA,NA,NA
211221_Smp_7803_F_pos,Cyano,7803,Trigonelline,1603141,NA,NA,NA
211221_Smp_8102_A_pos,Cyano,8102,Trigonelline,1472175,NA,NA,NA
211221_Smp_8102_F_pos,Cyano,8102,Trigonelline,68465936,NA,NA,NA
211221_Smp_8501_B_pos,Cyano,WH8501,Trigonelline,449612,NA,NA,NA
211221_Smp_8501_C_pos,Cyano,WH8501,Trigonelline,389405,NA,NA,NA
211221_Smp_8501_D_pos,Cyano,WH8501,Trigonelline,25420,NA,Flag,NA
211221_Smp_As9601_A_pos,Cyano,As9601,Trigonelline,41453,NA,Flag,Smp_Remove
211221_Smp_As9601_B_pos,Cyano,As9601,Trigonelline,41453,NA,Flag,Smp_Remove
211221_Smp_As9601_C_pos,Cyano,As9601,Trigonelline,41453,NA,Flag,Smp_Remove
211221_Smp_MED4_D_pos,Cyano,MED4,Trigonelline,130729,NA,NA,NA
211221_Smp_MED4_E_pos,Cyano,MED4,Trigonelline,16452,Flag,Flag,Smp_Remove
211221_Smp_MED4_F_pos,Cyano,MED4,Trigonelline,16452,NA,Flag,Smp_Remove
211221_Smp_Nat_A_pos,Cyano,NATL2A,Trigonelline,25205,Flag,Flag,Smp_Remove
211221_Smp_Nat_B_pos,Cyano,NATL2A,Trigonelline,25205,Flag,Flag,Smp_Remove
211221_Smp_Nat_C_pos,Cyano,NATL2A,Trigonelline,25205,NA,Flag,Smp_Remove
211221_Smp_1314P_A_pos,Cyano,1314P,Trimethylamine N-oxide,9840,Flag,Flag,Smp_Remove
211221_Smp_1314P_B_pos,Cyano,1314P,Trimethylamine N-oxide,9840,Flag,Flag,Smp_Remove
211221_Smp_1314P_C_pos,Cyano,1314P,Trimethylamine N-oxide,9840,Flag,Flag,Smp_Remove
211221_Smp_7803_B_pos,Cyano,7803,Trimethylamine N-oxide,2363,Flag,Flag,Smp_Remove
211221_Smp_7803_F_pos,Cyano,7803,Trimethylamine N-oxide,2363,Flag,Flag,Smp_Remove
211221_Smp_8102_A_pos,Cyano,8102,Trimethylamine N-oxide,2363,Flag,Flag,Smp_Remove
211221_Smp_8102_F_pos,Cyano,8102,Trimethylamine N-oxide,2363,Flag,Flag,Smp_Remove
211221_Smp_8501_B_pos,Cyano,WH8501,Trimethylamine N-oxide,37379.5,Flag,Flag,Smp_Remove
211221_Smp_8501_C_pos,Cyano,WH8501,Trimethylamine N-oxide,37379.5,Flag,Flag,Smp_Remove
211221_Smp_8501_D_pos,Cyano,WH8501,Trimethylamine N-oxide,37379.5,Flag,Flag,Smp_Remove
211221_Smp_As9601_A_pos,Cyano,As9601,Trimethylamine N-oxide,42156.5,Flag,Flag,Smp_Remove
211221_Smp_As9601_B_pos,Cyano,As9601,Trimethylamine N-oxide,42156.5,NA,Flag,Smp_Remove
211221_Smp_As9601_C_pos,Cyano,As9601,Trimethylamine N-oxide,42156.5,Flag,Flag,Smp_Remove
211221_Smp_MED4_D_pos,Cyano,MED4,Trimethylamine N-oxide,2363,Flag,Flag,Smp_Remove
211221_Smp_MED4_E_pos,Cyano,MED4,Trimethylamine N-oxide,2363,Flag,Flag,Smp_Remove
211221_Smp_MED4_F_pos,Cyano,MED4,Trimethylamine N-oxide,2363,Flag,NA,Smp_Remove
211221_Smp_Nat_A_pos,Cyano,NATL2A,Trimethylamine N-oxide,12696.5,Flag,Flag,Smp_Remove
211221_Smp_Nat_B_pos,Cyano,NATL2A,Trimethylamine N-oxide,12696.5,NA,Flag,Smp_Remove
211221_Smp_Nat_C_pos,Cyano,NATL2A,Trimethylamine N-oxide,12696.5,Flag,Flag,Smp_Remove
211215_Smp_Cy_A_pos,Diatom,Cy,beta-Alaninebetaine,11764466,NA,NA,NA
211215_Smp_Cy_B_pos,Diatom,Cy,beta-Alaninebetaine,9971075,NA,NA,NA
211215_Smp_Cy_C_pos,Diatom,Cy,beta-Alaninebetaine,11936727,NA,NA,NA
211215_Smp_Fc_A_pos,Diatom,Fc,beta-Alaninebetaine,60329,NA,Flag,Smp_Remove
211215_Smp_Fc_B_pos,Diatom,Fc,beta-Alaninebetaine,60329,NA,Flag,Smp_Remove
211215_Smp_Fc_C_pos,Diatom,Fc,beta-Alaninebetaine,60329,NA,Flag,Smp_Remove
211215_Smp_Np_A_pos,Diatom,Np,beta-Alaninebetaine,30029.5,NA,Flag,Smp_Remove
211215_Smp_Np_C_pos,Diatom,Np,beta-Alaninebetaine,579302,NA,NA,NA
211215_Smp_Np_F_pos,Diatom,Np,beta-Alaninebetaine,30029.5,NA,Flag,Smp_Remove
211215_Smp_Pc55x_A_pos,Diatom,Pc55x,beta-Alaninebetaine,290905,NA,NA,NA
211215_Smp_Pc55x_B_pos,Diatom,Pc55x,beta-Alaninebetaine,119132,NA,NA,NA
211215_Smp_Pc55x_C_pos,Diatom,Pc55x,beta-Alaninebetaine,180605,NA,NA,NA
211215_Smp_Pt_C_pos,Diatom,Pt,beta-Alaninebetaine,625918,NA,NA,NA
211215_Smp_Pt_F_pos,Diatom,Pt,beta-Alaninebetaine,30029.5,NA,Flag,Smp_Remove
211215_Smp_To_A_pos,Diatom,To,beta-Alaninebetaine,100901,NA,NA,NA
211215_Smp_To_B_pos,Diatom,To,beta-Alaninebetaine,10423.5,NA,Flag,NA
211215_Smp_To_C_pos,Diatom,To,beta-Alaninebetaine,129612,NA,NA,NA
211215_Smp_Tp_A_pos,Diatom,Tp,beta-Alaninebetaine,7823571,NA,NA,NA
211215_Smp_Tp_E_pos,Diatom,Tp,beta-Alaninebetaine,4520384,NA,NA,NA
211215_Smp_Tp_F_pos,Diatom,Tp,beta-Alaninebetaine,5263190,NA,NA,NA
211215_Smp_Cy_A_pos,Diatom,Cy,Betonicine,55400,NA,NA,NA
211215_Smp_Cy_B_pos,Diatom,Cy,Betonicine,7824,NA,Flag,Smp_Remove
211215_Smp_Cy_C_pos,Diatom,Cy,Betonicine,7824,NA,Flag,Smp_Remove
211215_Smp_Fc_A_pos,Diatom,Fc,Betonicine,0,Flag,NA,Smp_Remove
211215_Smp_Fc_B_pos,Diatom,Fc,Betonicine,0,Flag,NA,Smp_Remove
211215_Smp_Fc_C_pos,Diatom,Fc,Betonicine,0,Flag,Flag,Smp_Remove
211215_Smp_Np_A_pos,Diatom,Np,Betonicine,0,Flag,NA,Smp_Remove
211215_Smp_Np_C_pos,Diatom,Np,Betonicine,0,Flag,NA,Smp_Remove
211215_Smp_Np_F_pos,Diatom,Np,Betonicine,49543,NA,NA,NA
211215_Smp_Pc55x_A_pos,Diatom,Pc55x,Betonicine,4578309,NA,NA,NA
211215_Smp_Pc55x_B_pos,Diatom,Pc55x,Betonicine,5329917,NA,NA,NA
211215_Smp_Pc55x_C_pos,Diatom,Pc55x,Betonicine,3465305,NA,NA,NA
211215_Smp_Pt_C_pos,Diatom,Pt,Betonicine,28086876,NA,NA,NA
211215_Smp_Pt_F_pos,Diatom,Pt,Betonicine,25237876,NA,NA,NA
211215_Smp_To_A_pos,Diatom,To,Betonicine,123071,NA,NA,NA
211215_Smp_To_B_pos,Diatom,To,Betonicine,407445,NA,NA,NA
211215_Smp_To_C_pos,Diatom,To,Betonicine,400618,NA,NA,NA
211215_Smp_Tp_A_pos,Diatom,Tp,Betonicine,0,Flag,NA,Smp_Remove
211215_Smp_Tp_E_pos,Diatom,Tp,Betonicine,0,Flag,NA,Smp_Remove
211215_Smp_Tp_F_pos,Diatom,Tp,Betonicine,0,Flag,NA,Smp_Remove
211215_Smp_Cy_A_pos,Diatom,Cy,Dimethylsulfonioacetate,43475612,NA,NA,NA
211215_Smp_Cy_B_pos,Diatom,Cy,Dimethylsulfonioacetate,36717196,NA,NA,NA
211215_Smp_Cy_C_pos,Diatom,Cy,Dimethylsulfonioacetate,51551808,NA,NA,NA
211215_Smp_Fc_A_pos,Diatom,Fc,Dimethylsulfonioacetate,0,Flag,NA,Smp_Remove
211215_Smp_Fc_B_pos,Diatom,Fc,Dimethylsulfonioacetate,0,Flag,NA,Smp_Remove
211215_Smp_Fc_C_pos,Diatom,Fc,Dimethylsulfonioacetate,69176,NA,NA,NA
211215_Smp_Np_A_pos,Diatom,Np,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211215_Smp_Np_C_pos,Diatom,Np,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211215_Smp_Np_F_pos,Diatom,Np,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211215_Smp_Pc55x_A_pos,Diatom,Pc55x,Dimethylsulfonioacetate,697698,NA,NA,NA
211215_Smp_Pc55x_B_pos,Diatom,Pc55x,Dimethylsulfonioacetate,862136,NA,NA,NA
211215_Smp_Pc55x_C_pos,Diatom,Pc55x,Dimethylsulfonioacetate,345736,NA,NA,NA
211215_Smp_Pt_C_pos,Diatom,Pt,Dimethylsulfonioacetate,51195,NA,NA,NA
211215_Smp_Pt_F_pos,Diatom,Pt,Dimethylsulfonioacetate,81422,NA,NA,NA
211215_Smp_To_A_pos,Diatom,To,Dimethylsulfonioacetate,100055,NA,NA,NA
211215_Smp_To_B_pos,Diatom,To,Dimethylsulfonioacetate,794618,NA,NA,NA
211215_Smp_To_C_pos,Diatom,To,Dimethylsulfonioacetate,714535,NA,NA,NA
211215_Smp_Tp_A_pos,Diatom,Tp,Dimethylsulfonioacetate,769775,NA,NA,NA
211215_Smp_Tp_E_pos,Diatom,Tp,Dimethylsulfonioacetate,504273,NA,NA,NA
211215_Smp_Tp_F_pos,Diatom,Tp,Dimethylsulfonioacetate,555352,NA,NA,NA
211215_Smp_Cy_A_pos,Diatom,Cy,Dimethylsulfoniopropionate,50977869824,NA,NA,NA
211215_Smp_Cy_B_pos,Diatom,Cy,Dimethylsulfoniopropionate,43698958336,NA,NA,NA
211215_Smp_Cy_C_pos,Diatom,Cy,Dimethylsulfoniopropionate,50909278208,NA,NA,NA
211215_Smp_Fc_A_pos,Diatom,Fc,Dimethylsulfoniopropionate,15987819520,NA,NA,NA
211215_Smp_Fc_B_pos,Diatom,Fc,Dimethylsulfoniopropionate,16926451712,NA,NA,NA
211215_Smp_Fc_C_pos,Diatom,Fc,Dimethylsulfoniopropionate,14714609664,NA,NA,NA
211215_Smp_Np_A_pos,Diatom,Np,Dimethylsulfoniopropionate,1264736,NA,NA,NA
211215_Smp_Np_C_pos,Diatom,Np,Dimethylsulfoniopropionate,151984,NA,NA,NA
211215_Smp_Np_F_pos,Diatom,Np,Dimethylsulfoniopropionate,24153.5,Flag,Flag,NA
211215_Smp_Pc55x_A_pos,Diatom,Pc55x,Dimethylsulfoniopropionate,726709952,NA,NA,NA
211215_Smp_Pc55x_B_pos,Diatom,Pc55x,Dimethylsulfoniopropionate,809906432,NA,NA,NA
211215_Smp_Pc55x_C_pos,Diatom,Pc55x,Dimethylsulfoniopropionate,543829952,NA,NA,NA
211215_Smp_Pt_C_pos,Diatom,Pt,Dimethylsulfoniopropionate,16185366528,NA,NA,NA
211215_Smp_Pt_F_pos,Diatom,Pt,Dimethylsulfoniopropionate,11604172800,NA,NA,NA
211215_Smp_To_A_pos,Diatom,To,Dimethylsulfoniopropionate,993385792,NA,NA,NA
211215_Smp_To_B_pos,Diatom,To,Dimethylsulfoniopropionate,1053760448,NA,NA,NA
211215_Smp_To_C_pos,Diatom,To,Dimethylsulfoniopropionate,856118592,NA,NA,NA
211215_Smp_Tp_A_pos,Diatom,Tp,Dimethylsulfoniopropionate,4085111552,NA,NA,NA
211215_Smp_Tp_E_pos,Diatom,Tp,Dimethylsulfoniopropionate,2338236160,NA,NA,NA
211215_Smp_Tp_F_pos,Diatom,Tp,Dimethylsulfoniopropionate,2778877696,NA,NA,NA
211215_Smp_Cy_A_pos,Diatom,Cy,Glycine betaine,54456856576,NA,NA,NA
211215_Smp_Cy_B_pos,Diatom,Cy,Glycine betaine,45915512832,NA,NA,NA
211215_Smp_Cy_C_pos,Diatom,Cy,Glycine betaine,53194207232,NA,NA,NA
211215_Smp_Fc_A_pos,Diatom,Fc,Glycine betaine,19285016576,NA,NA,NA
211215_Smp_Fc_B_pos,Diatom,Fc,Glycine betaine,20149667840,NA,NA,NA
211215_Smp_Fc_C_pos,Diatom,Fc,Glycine betaine,17895311360,NA,NA,NA
211215_Smp_Np_A_pos,Diatom,Np,Glycine betaine,30304968,NA,Flag,Smp_Remove
211215_Smp_Np_C_pos,Diatom,Np,Glycine betaine,30304968,NA,Flag,Smp_Remove
211215_Smp_Np_F_pos,Diatom,Np,Glycine betaine,30304968,NA,Flag,Smp_Remove
211215_Smp_Pc55x_A_pos,Diatom,Pc55x,Glycine betaine,8050200576,NA,NA,NA
211215_Smp_Pc55x_B_pos,Diatom,Pc55x,Glycine betaine,9645495296,NA,NA,NA
211215_Smp_Pc55x_C_pos,Diatom,Pc55x,Glycine betaine,6130478592,NA,NA,NA
211215_Smp_Pt_C_pos,Diatom,Pt,Glycine betaine,75324473344,NA,NA,NA
211215_Smp_Pt_F_pos,Diatom,Pt,Glycine betaine,67542069248,NA,NA,NA
211215_Smp_To_A_pos,Diatom,To,Glycine betaine,16890181632,NA,NA,NA
211215_Smp_To_B_pos,Diatom,To,Glycine betaine,17222750208,NA,NA,NA
211215_Smp_To_C_pos,Diatom,To,Glycine betaine,16387003392,NA,NA,NA
211215_Smp_Tp_A_pos,Diatom,Tp,Glycine betaine,45504282624,NA,NA,NA
211215_Smp_Tp_E_pos,Diatom,Tp,Glycine betaine,36474576896,NA,NA,NA
211215_Smp_Tp_F_pos,Diatom,Tp,Glycine betaine,38890016768,NA,NA,NA
211215_Smp_Cy_A_pos,Diatom,Cy,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Cy_B_pos,Diatom,Cy,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Cy_C_pos,Diatom,Cy,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Fc_A_pos,Diatom,Fc,Gonyol,3099,Flag,Flag,Smp_Remove
211215_Smp_Fc_B_pos,Diatom,Fc,Gonyol,3099,Flag,Flag,Smp_Remove
211215_Smp_Fc_C_pos,Diatom,Fc,Gonyol,3099,Flag,Flag,Smp_Remove
211215_Smp_Np_A_pos,Diatom,Np,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Np_C_pos,Diatom,Np,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Np_F_pos,Diatom,Np,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Pc55x_A_pos,Diatom,Pc55x,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Pc55x_B_pos,Diatom,Pc55x,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Pc55x_C_pos,Diatom,Pc55x,Gonyol,40884,NA,NA,NA
211215_Smp_Pt_C_pos,Diatom,Pt,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Pt_F_pos,Diatom,Pt,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_To_A_pos,Diatom,To,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_To_B_pos,Diatom,To,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_To_C_pos,Diatom,To,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Tp_A_pos,Diatom,Tp,Gonyol,47855,NA,NA,NA
211215_Smp_Tp_E_pos,Diatom,Tp,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Tp_F_pos,Diatom,Tp,Gonyol,0,Flag,Flag,Smp_Remove
211215_Smp_Cy_A_pos,Diatom,Cy,Homarine,29067038720,NA,NA,NA
211215_Smp_Cy_B_pos,Diatom,Cy,Homarine,24947228672,NA,NA,NA
211215_Smp_Cy_C_pos,Diatom,Cy,Homarine,28143636480,NA,NA,NA
211215_Smp_Fc_A_pos,Diatom,Fc,Homarine,14911909888,NA,NA,NA
211215_Smp_Fc_B_pos,Diatom,Fc,Homarine,16373026816,NA,NA,NA
211215_Smp_Fc_C_pos,Diatom,Fc,Homarine,14532635648,NA,NA,NA
211215_Smp_Np_A_pos,Diatom,Np,Homarine,90415,NA,NA,NA
211215_Smp_Np_C_pos,Diatom,Np,Homarine,13888,Flag,Flag,Smp_Remove
211215_Smp_Np_F_pos,Diatom,Np,Homarine,13888,Flag,Flag,Smp_Remove
211215_Smp_Pc55x_A_pos,Diatom,Pc55x,Homarine,887580544,NA,NA,NA
211215_Smp_Pc55x_B_pos,Diatom,Pc55x,Homarine,965469888,NA,NA,NA
211215_Smp_Pc55x_C_pos,Diatom,Pc55x,Homarine,708905600,NA,NA,NA
211215_Smp_Pt_C_pos,Diatom,Pt,Homarine,487894,NA,NA,NA
211215_Smp_Pt_F_pos,Diatom,Pt,Homarine,360106,NA,NA,NA
211215_Smp_To_A_pos,Diatom,To,Homarine,499283360,NA,NA,NA
211215_Smp_To_B_pos,Diatom,To,Homarine,547452096,NA,NA,NA
211215_Smp_To_C_pos,Diatom,To,Homarine,598787392,NA,NA,NA
211215_Smp_Tp_A_pos,Diatom,Tp,Homarine,6833534464,NA,NA,NA
211215_Smp_Tp_E_pos,Diatom,Tp,Homarine,3401115392,NA,NA,NA
211215_Smp_Tp_F_pos,Diatom,Tp,Homarine,4138140416,NA,NA,NA
211215_Smp_Cy_A_pos,Diatom,Cy,Proline betaine,13864750,NA,NA,NA
211215_Smp_Cy_B_pos,Diatom,Cy,Proline betaine,12812536,NA,NA,NA
211215_Smp_Cy_C_pos,Diatom,Cy,Proline betaine,17309332,NA,NA,NA
211215_Smp_Fc_A_pos,Diatom,Fc,Proline betaine,40767.5,NA,Flag,Smp_Remove
211215_Smp_Fc_B_pos,Diatom,Fc,Proline betaine,40767.5,NA,Flag,Smp_Remove
211215_Smp_Fc_C_pos,Diatom,Fc,Proline betaine,40767.5,NA,Flag,Smp_Remove
211215_Smp_Np_A_pos,Diatom,Np,Proline betaine,467144,NA,NA,NA
211215_Smp_Np_C_pos,Diatom,Np,Proline betaine,73406.5,NA,Flag,Smp_Remove
211215_Smp_Np_F_pos,Diatom,Np,Proline betaine,73406.5,NA,Flag,Smp_Remove
211215_Smp_Pc55x_A_pos,Diatom,Pc55x,Proline betaine,583675,NA,NA,NA
211215_Smp_Pc55x_B_pos,Diatom,Pc55x,Proline betaine,482108,NA,NA,NA
211215_Smp_Pc55x_C_pos,Diatom,Pc55x,Proline betaine,48482,NA,Flag,NA
211215_Smp_Pt_C_pos,Diatom,Pt,Proline betaine,8020738,NA,NA,NA
211215_Smp_Pt_F_pos,Diatom,Pt,Proline betaine,7270267,NA,NA,NA
211215_Smp_To_A_pos,Diatom,To,Proline betaine,7879172,NA,NA,NA
211215_Smp_To_B_pos,Diatom,To,Proline betaine,8988289,NA,NA,NA
211215_Smp_To_C_pos,Diatom,To,Proline betaine,9078003,NA,NA,NA
211215_Smp_Tp_A_pos,Diatom,Tp,Proline betaine,14417125,NA,NA,NA
211215_Smp_Tp_E_pos,Diatom,Tp,Proline betaine,9528542,NA,NA,NA
211215_Smp_Tp_F_pos,Diatom,Tp,Proline betaine,11798021,NA,NA,NA
211215_Smp_Cy_A_pos,Diatom,Cy,Trigonelline,461428576,NA,NA,NA
211215_Smp_Cy_B_pos,Diatom,Cy,Trigonelline,465137888,NA,NA,NA
211215_Smp_Cy_C_pos,Diatom,Cy,Trigonelline,535974784,NA,NA,NA
211215_Smp_Fc_A_pos,Diatom,Fc,Trigonelline,270580.5,NA,Flag,Smp_Remove
211215_Smp_Fc_B_pos,Diatom,Fc,Trigonelline,2000474,NA,NA,NA
211215_Smp_Fc_C_pos,Diatom,Fc,Trigonelline,270580.5,NA,Flag,Smp_Remove
211215_Smp_Np_A_pos,Diatom,Np,Trigonelline,44264.5,NA,Flag,Smp_Remove
211215_Smp_Np_C_pos,Diatom,Np,Trigonelline,44264.5,NA,Flag,Smp_Remove
211215_Smp_Np_F_pos,Diatom,Np,Trigonelline,44264.5,NA,Flag,Smp_Remove
211215_Smp_Pc55x_A_pos,Diatom,Pc55x,Trigonelline,447169,NA,NA,NA
211215_Smp_Pc55x_B_pos,Diatom,Pc55x,Trigonelline,582038,NA,NA,NA
211215_Smp_Pc55x_C_pos,Diatom,Pc55x,Trigonelline,44502,NA,Flag,NA
211215_Smp_Pt_C_pos,Diatom,Pt,Trigonelline,7088844288,NA,NA,NA
211215_Smp_Pt_F_pos,Diatom,Pt,Trigonelline,6614989312,NA,NA,NA
211215_Smp_To_A_pos,Diatom,To,Trigonelline,5652928,NA,NA,NA
211215_Smp_To_B_pos,Diatom,To,Trigonelline,686932,NA,NA,NA
211215_Smp_To_C_pos,Diatom,To,Trigonelline,5512607,NA,NA,NA
211215_Smp_Tp_A_pos,Diatom,Tp,Trigonelline,1228255872,NA,NA,NA
211215_Smp_Tp_E_pos,Diatom,Tp,Trigonelline,815100160,NA,NA,NA
211215_Smp_Tp_F_pos,Diatom,Tp,Trigonelline,899840448,NA,NA,NA
211215_Smp_Cy_A_pos,Diatom,Cy,Trimethylamine N-oxide,4833,Flag,Flag,NA
211215_Smp_Cy_B_pos,Diatom,Cy,Trimethylamine N-oxide,40962,NA,NA,NA
211215_Smp_Cy_C_pos,Diatom,Cy,Trimethylamine N-oxide,49374,NA,NA,NA
211215_Smp_Fc_A_pos,Diatom,Fc,Trimethylamine N-oxide,2762878,NA,NA,NA
211215_Smp_Fc_B_pos,Diatom,Fc,Trimethylamine N-oxide,3225521,NA,NA,NA
211215_Smp_Fc_C_pos,Diatom,Fc,Trimethylamine N-oxide,2344920,NA,NA,NA
211215_Smp_Np_A_pos,Diatom,Np,Trimethylamine N-oxide,13261,Flag,Flag,Smp_Remove
211215_Smp_Np_C_pos,Diatom,Np,Trimethylamine N-oxide,13261,Flag,Flag,Smp_Remove
211215_Smp_Np_F_pos,Diatom,Np,Trimethylamine N-oxide,13261,Flag,Flag,Smp_Remove
211215_Smp_Pc55x_A_pos,Diatom,Pc55x,Trimethylamine N-oxide,52664,NA,NA,NA
211215_Smp_Pc55x_B_pos,Diatom,Pc55x,Trimethylamine N-oxide,7615.5,Flag,Flag,Smp_Remove
211215_Smp_Pc55x_C_pos,Diatom,Pc55x,Trimethylamine N-oxide,7615.5,Flag,Flag,Smp_Remove
211215_Smp_Pt_C_pos,Diatom,Pt,Trimethylamine N-oxide,338624,NA,NA,NA
211215_Smp_Pt_F_pos,Diatom,Pt,Trimethylamine N-oxide,2090993,NA,NA,NA
211215_Smp_To_A_pos,Diatom,To,Trimethylamine N-oxide,41415,NA,NA,NA
211215_Smp_To_B_pos,Diatom,To,Trimethylamine N-oxide,1991,Flag,NA,Smp_Remove
